'propiedad', 'código',
'bienestar', 'bienestar',
'ánimo', 'ánimo',
'triunfo', 'triunfo',
'esfuerzo', 'esfuerzo',
'felicidad', 'felicidad',
'motivación', 'motivación',
'causa', 'causa',
'humano', 'humano',
'pensamiento', 'pensamiento',
'dos o más partes', 'dos o más partes',
'compromiso', 'compromiso',
'incontrolable', 'incontrolable',
'angustia', 'angustia',
'miedo', 'miedo',
'beneficios', 'beneficios',
'logro', 'logro',
'realización', 'realización',
'ventas', 'ventas',
'hacer', 'hacer',
'bien', 'bien',
'competencia', 'competencia',
'perdón', 'perdón',
'ayuda', 'ayuda',
'confort', 'confort',
'protección', 'protección',
'cuidado', 'cuidado',
'proyecto', 'proyecto',
'acción', 'acción',
'sentimiento', 'sentimiento',
'gratitud', 'gratitud',
'favor', 'favor',
'mentira', 'mentira',
'no perjuicio', 'no perjuicio',
'elección', 'elección',
'golpear', 'golpear',
'capacidad', 'capacidad',
'victoria', 'victoria',
'trabajo', 'trabajo',
'cumplimiento', 'cumplimiento',
'arquero', 'arquero',
'error', 'error',
'hay en Chile', 'hay en Chile',
'advertencia', 'advertencia',
'daño', 'daño',
'desesperación', 'desesperación',
'tratamiento contra', 'tratamiento contra',
'tranquilidad', 'tranquilidad',
'idea', 'idea',
'mente', 'mente',
'preguntas', 'preguntas',
'cuastionamiento', 'cuastionamiento',
'dificultad', 'dificultad',
'negocios', 'negocios',
'misericordia', 'misericordia',
'debilidad', 'debilidad',
'religión', 'religión',
'culpa', 'culpa',
'emoción', 'emoción',
'euforia', 'euforia',
'alternativa', 'alternativa',
'descontrol', 'descontrol',
'aspiraciones', 'aspiraciones',
'virtud', 'virtud',
'cualidad', 'cualidad',
'transparencia', 'transparencia',
'no ocultar', 'no ocultar',
'crítica', 'crítica',
'defensa', 'defensa',
'argumentación', 'argumentación',
'ventana', 'ventana',
'chance', 'chance',
'razonamiento', 'razonamiento',
'información', 'información',
'subconciente', 'subconciente',
'peligro', 'peligro',
'humano', 'humano',
'conciencia', 'conciencia',
'hogar', 'hogar',
'no riesgo', 'no riesgo',
'respuesta', 'respuesta',
'regalo', 'regalo',
'amenaza', 'amenaza',
'inseguridad', 'inseguridad',
'terremoto', 'terremoto',
'pensamiento', 'pensamiento',
'fuerza', 'fuerza',
'cuidado', 'cuidado',
'sonrisa', 'sonrisa',
'sentimiento', 'sentimiento',
'cortesía', 'cortesía',
'voluntario', 'voluntario',
'padres', 'padres'
