'apuro', 'urgencia',
'encierro', 'confinamiento',
'intranquilidad', 'ansiedad',
'persona', 'individuo',
'caracterización', 'descripción',
'TV', 'televisión',
'concreto', 'material',
'guerras', 'conflictos',
'todos los días', 'diariamente',
'cambio', 'transformación',
'opción', 'alternativa',
'opción', 'elección',
'viajar', 'desplazarse',
'tomar/dejar', 'adquirir/abandonar',
'objetivos', 'metas',
'leyes', 'normas',
'no agobiar', 'no abrumar',
'daño', 'perjuicio',
'daño', 'deterioro',
'habilidades', 'destrezas',
'sabiduría', 'conocimiento',
'grecia', 'Grecia',
'poder', 'autoridad',
'herramienta', 'instrumento',
'alarma', 'aviso',
'cortesía', 'amabilidad',
'deuda', 'obligación',
'palabra', 'vocablo',
'daño', 'lesión',
'precipicio', 'abismo',
'felicidad', 'alegría',
'solución', 'respuesta',
'lucha', 'combate',
'ingenio', 'creatividad',
'complejidad', 'complicación',
'consecuencias', 'resultados',
'búsqueda', 'indagación',
'impaciencia', 'ansiedad',
'nerviosismo', 'inquietud',
'descontrol', 'desorden',
'negativo', 'adverso',
'deseo', 'anhelo',
'beneficios', 'ventajas',
'discusión', 'debate',
'dificultad', 'problema',
'dos o más partes', 'múltiples partes',
'respeto', 'consideración',
'organización', 'estructura',
'certero', 'preciso',
'coordinación', 'sincronización',
'organización', 'orden',
'objetivos', 'metas',
'comunicación', 'interacción',
'aceptación', 'reconocimiento',
'barrera', 'obstáculo',
'no confianza', 'desconfianza',
'perdón', 'disculpa',
'miedo', 'temor',
'minimizar', 'reducir',
'pasado/futuro', 'historia/futuro',
'cuestionamiento', 'interrogante',
'conciencia', 'conocimiento',
'referencia', 'indicación',
'credibilidad', 'confiabilidad',
'aceptación', 'reconocimiento',
'prioridad', 'importancia',
'futuro', 'porvenir',
'ahogamiento', 'asfixia',
'alejamiento', 'distanciamiento',
'don', 'talento',
'facilidad', 'sencillez',
'cabeza', 'cabeza',
'ultimátum', 'ultimátum',
'advertencia', 'aviso',
'motivación', 'estímulo',
'razonamiento', 'lógica',
'infracción', 'violación',
'gratitud', 'agradecimiento',
'estudiar', 'aprender',
'trabajo', 'empleo',
'indefensión', 'desamparo',
'cuidado', 'precaución',
'riesgo', 'peligro',
'riesgo', 'amenaza',
'advertencia', 'aviso',
'avertencia', 'advertencia',
'evitación', 'prevención',
'riesgo', 'peligro',
'riesgo', 'amenaza',
'padres', 'progenitores',
'deber', 'obligación',
'padres', 'progenitores',
'intimidación', 'acoso',
'peligro', 'amenaza',
'no compromiso', 'desinterés',
'mente', 'cerebro',
'misericordia', 'compasión',
'perdón', 'indulgencia',
'significado', 'significación',
'diccionario', 'glosario',
'entendimiento', 'comprensión',
'satisfacción', 'gratificación',
'dos o más partes', 'múltiples partes',
'búsqueda', 'indagación',
'correcto', 'adecuado',
'argumentación', 'razonamiento',
'motivación', 'estímulo',
'dinero', 'efectivo',
'no perder', 'conservar',
'elección', 'opción',
'declinación', 'rechazo',
'elección', 'opción',
'decir', 'expresar',
'necesario', 'indispensable',
'necesario', 'obligatorio',
'insomnio', 'desvelo',
'rapidez', 'velocidad',
'descontrol', 'desorden',
'mal', 'maldad',
'valor', 'importancia',
'desarrollo', 'crecimiento',
'agradable', 'placentero',
'necesario', 'indispensable',
