'propiedad', 'código',
'felicidad', 'alegría',
'bien', 'prosperidad',
'satisfacción', 'contento',
'no pedido', 'rechazo',
'mal', 'negativo',
'advertencia', 'precaución',
'futuro', 'porvenir',
'cuidado', 'precaución',
'mente', 'pensamiento',
'día a día', 'cotidiano',
'creencia', 'fe',
'peligro', 'riesgo',
'alerta', 'aviso',
'seguridad', 'protección',
'vida', 'existencia',
'actual', 'presente',
'real', 'verdadero',
'bomba', 'explosivo',
'ataque', 'agresión',
'habilidades', 'destrezas',
'deporte', 'actividad física',
'destreza', 'habilidad',
'aptitud', 'capacidad',
'inteligencia', 'intelecto',
'idea', 'concepto',
'certeza', 'seguridad',
'protección', 'resguardo',
'policias', 'agentes',
'reconocimiento', 'apreciación',
'Dios', 'divinidad',
'gratitud', 'agradecimiento',
'inseguridad', 'incertidumbre',
'amenaza', 'peligro',
'propósito', 'objetivo',
'intención', 'deseo',
'trabajo', 'empleo',
'ingeniería', 'ingenio',
'afán', 'empeño',
'lado', 'costado',
'tratado', 'acuerdo',
'decisión', 'elección',
'verdad', 'realidad',
'responsabilidad', 'obligación',
'herir', 'lastimar',
'significado', 'importancia',
'entendimiento', 'comprensión',
'caracterización', 'descripción',
'ahogamiento', 'asfixia',
'chance', 'oportunidad',
'no querer', 'rechazo',
'deber', 'obligación',
'durante la vida', 'a lo largo de la vida',
'miedo', 'temor',
'evitación', 'eludir',
'dinero', 'efectivo',
'amor', 'afecto',
'misión', 'propósito',
'permitir', 'posibilitar',
'argumentación', 'razonamiento',
'humano', 'persona',
'lógica', 'razonamiento',
'acción', 'actividad',
'no voluntad', 'involuntario',
'tareas', 'labores',
'rendimiento', 'desempeño',
'capacidad', 'habilidad',
'matemáticas', 'cálculos',
'facilidad', 'sencillez',
'confort', 'comodidad',
'padres', 'progenitores',
'comodidad', 'confort',
'persona', 'individuo',
'uno mismo', 'yo',
'opinión', 'punto de vista',
'imaginación', 'creatividad',
'entendimiento', 'comprensión',
'muchos', 'varios',
'constante', 'permanente',
'descontrol', 'caos',
'placer', 'gozo',
'incomodidad', 'molestia',
'ansiedad', 'preocupación',
'daño', 'perjuicio',
'remediar', 'solucionar',
'angustia', 'aflicción',
'nerviosismo', 'inquietud',
'necesario', 'indispensable',
'ayuda', 'asistencia',
'material', 'físico',
'dos o más partes', 'múltiples',
'trato', 'acuerdo',
'decisión', 'elección',
'conformidad', 'acuerdo',
'destreza', 'habilidad',
'don', 'talento',
'bien', 'prosperidad',
'recomendación', 'sugerencia',
'concejo', 'consejo',
'preguntar', 'inquirir',
'opinión', 'punto de vista',
'transmisión', 'comunicación'
