'propiedad', 'código',
'opción', 'elección',
'empatía', 'compasión',
'no venganza', 'perdón',
'perdón', 'compasión',
'sobre exageración', 'exageración',
'no acción', 'inacción',
'intranquilidad', 'ansiedad',
'intranquilidad', 'ansiedad',
'ayuda', 'asistencia',
'gratitud', 'agradecimiento',
'reconocimiento', 'apreciación',
'positivo', 'positividad',
'deber', 'obligación',
'responsabilidad', 'obligación',
'compromiso', 'obligación',
'imposición', 'obligación',
'irracional', 'ilógico',
'deseo', 'anhelo',
'beneficios', 'ventajas',
'beneficios', 'ventajas',
'bien/mal', 'moralidad',
'búsqueda', 'exploración',
'mal', 'negatividad',
'justificación', 'razonamiento',
'irresponsabilidad', 'negligencia',
'positivo', 'positividad',
'dificultad', 'desafío',
'religión', 'creencia',
'estrés', 'tensión',
'todos', 'universalidad',
'positivo', 'positividad',
'congruencia', 'coherencia',
'ayuda', 'asistencia',
'confianza', 'seguridad',
'acción', 'actividad',
'negativo', 'negatividad',
'persona/objeto', 'entidad',
'atención', 'interés',
'humano', 'ser humano',
'conciencia', 'conocimiento',
'idea', 'concepto',
'idea', 'concepto',
'idea', 'concepto',
'ayuda', 'asistencia',
'positivo', 'positividad',
'ánimo', 'estado de ánimo',
'humano', 'ser humano',
'alegría', 'felicidad',
'bienestar', 'comodidad',
'incapacidad', 'limitación',
'incapacidad', 'limitación',
'alteración', 'perturbación',
'logro', 'éxito',
'triunfo', 'éxito',
'cumplimiento', 'logro',
'aspiraciones', 'metas',
'daño', 'perjuicio',
'inseguridad', 'falta de seguridad',
'intención', 'propósito',
'responsabilidad', 'obligación',
'capacidad', 'habilidad',
'características', 'atributos',
'descripción', 'explicación',
'caracterización', 'descripción',
'significado', 'importancia',
'protección', 'seguridad',
'acogedor', 'cálido',
'tranquilidad', 'calma',
'verdad', 'veracidad',
'fiel', 'leal',
'correcto', 'preciso',
'características', 'atributos',
'no mentir', 'veracidad',
'otro/alguien', 'individuo',
'solidaridad', 'compañerismo',
'entendimiento', 'comprensión',
'negativo', 'negatividad',
'positivo', 'positividad',
'ayuda', 'asistencia',
'caridad', 'generosidad',
'intimidación', 'amenaza',
'mal', 'negatividad',
'enojo', 'ira',
'disuasión', 'prevención',
'confort', 'comodidad',
'protección', 'seguridad',
'bien', 'positividad',
'escudo', 'protección',
'criminales la violan', 'vulnerabilidad',
'confianza', 'seguridad',
'triunfo', 'éxito',
'bien', 'positividad',
'positivo', 'positividad',
'logro', 'éxito',
'satisfacción', 'alegría',
'gozo', 'felicidad',
'evitación', 'prevención',
'mentira', 'falsedad',
'justificación', 'razonamiento',
'no mea culpa', 'exculpación',
'escape', 'huida',
'negativo', 'negatividad',
'ayuda', 'asistencia',
'aporte', 'contribución',
'elección', 'decisión',
'posibilidad', 'opción',
'oportunidad', 'posibilidad',
'daño', 'perjuicio',
'miedo', 'temor',
'exposición', 'riesgo',
'riesgo', 'peligro',
'inseguridad', 'falta de seguridad',
'sinceridad', 'honestidad',
'transparencia', 'honestidad',
'no mentir', 'veracidad',
'no mentir', 'veracidad',
'alegría', 'felicidad',
'emoción', 'sentimiento',
'positivo', 'positividad',
'satisfacción', 'alegría',
'deber', 'obligación',
'no voluntad', 'falta de voluntad',
'hacer', 'realizar'
