'propiedad', 'código',
'angustia', 'desesperación',
'gratitud', 'agradecimiento',
'reconocimiento', 'apreciación',
'placer', 'gozo',
'felicidad', 'alegría',
'responsabilidad', 'obligación',
'pena', 'tristeza',
'agobio', 'opresión',
'arrepentimiento', 'remordimiento',
'mal', 'maldad',
'habilidades', 'destrezas',
'facilidad', 'sencillez',
'bien', 'bondad',
'talento', 'habilidad',
'mente', 'intelecto',
'reflexión', 'pensamiento',
'razonamiento', 'lógica',
'simbolizar', 'representar',
'información', 'datos',
'decisión', 'elección',
'esquema', 'plan',
'anticipación', 'expectativa',
'confort', 'comodidad',
'preferencia', 'elección',
'elección', 'decisión',
'determinación', 'resolución',
'aceptación', 'aprobación',
'posición', 'ubicación',
'daño', 'perjuicio',
'miedo', 'temor',
'estrés', 'tensión',
'alerta', 'precaución',
'no bienestar', 'malestar',
'peligro', 'riesgo',
'acción', 'actividad',
'trastorno', 'desorden',
'riesgo', 'peligro',
'a salvo', 'seguro',
'ingenio', 'inteligencia',
'descripción', 'explicación',
'entendimiento', 'comprensión',
'piedad', 'compasión',
'postitivo', 'positivo',
'violencia', 'agresión',
'advertencia', 'aviso',
'agilidad/fuerza', 'destreza',
'preparación', 'preparativo',
'filosofía', 'pensamiento',
'idea', 'concepto',
'no leíble', 'ilegible',
'imaginación', 'creatividad',
'ser', 'existencia',
'norma', 'regla',
'padres', 'madres',
'protección', 'seguridad',
'regalo', 'obsequio',
'forma', 'figura',
'actitud', 'postura',
'bien', 'bondad',
'mal', 'maldad',
'terrorismo', 'violencia',
'guerras', 'conflictos',
'lo último que se pierde', 'esperanza',
'elección', 'decisión',
'rapiidez', 'velocidad',
'esperar', 'aguardar',
'comer', 'alimentarse',
'necesario', 'indispensable',
'países', 'naciones',
'ofensa', 'insulto',
'alerta', 'precaución',
'idea', 'concepto',
'protección', 'seguridad',
'confianza', 'seguridad',
'autoafirmación', 'seguridad',
'gratitud', 'agradecimiento',
'amenaza', 'peligro',
'riesgo', 'peligro',
'fe', 'creencia',
'motivación', 'estímulo',
'creencia', 'convicción',
'guía', 'orientación',
'inseguridad', 'incertidumbre',
'nerviosismo', 'ansiedad',
'incomodidad', 'malestar',
'decisión', 'elección',
'firma', 'rúbrica',
'deber', 'obligación',
'peligro', 'riesgo',
'habilidades', 'destrezas',
'capacidad', 'habilidad',
'individual', 'personal',
'razonamiento', 'lógica',
'interno', 'interior',
'solución', 'respuesta',
'propósito', 'objetivo',
'padres', 'madres',
'gratitud', 'agradecimiento',
