'empatía', 'compasión',
'acción', 'actividad',
'bondad', 'generosidad',
'regalo', 'obsequio',
'acuerdo', 'consenso',
'personal', 'individual',
'sobresaliente', 'destacado',
'reconocimiento', 'apreciación',
'dinero', 'efectivo',
'opinión', 'punto de vista',
'idea', 'concepto',
'comparación', 'analogía',
'fuerza', 'fortaleza',
'seguridad', 'protección',
'confianza', 'credibilidad',
'análisis', 'examen',
'padres', 'progenitores',
'motivación', 'estímulo',
'mentira', 'falsedad',
'respuesta', 'contestación',
'información', 'datos',
'fundamental', 'esencial',
'mal', 'maldad',
'daño', 'perjuicio',
'toda la vida', 'permanente',
'no perder', 'conservar',
'bien', 'bondad',
'logro', 'éxito',
'gratitud', 'agradecimiento',
'felicidad', 'alegría',
'suerte', 'fortuna',
'físico/verbal', 'violencia',
'violencia', 'agresión',
'habilidades', 'destrezas',
'positivo', 'favorable',
'explotable', 'abusivo',
'positivo/negativo', 'ambivalente',
'realización', 'logro',
'necesario', 'indispensable',
'estrés', 'tensión',
'humano', 'humanidad',
'involuntario', 'automático',
'decisión', 'elección',
'nerviosismo', 'ansiedad',
'dificultad', 'complicación',
'angustia', 'desesperación',
'descontrol', 'caos',
'pensamiento', 'reflexión',
'elección', 'decisión',
'concecuencia', 'resultado',
'personal/grupal', 'colectivo',
'ayuda', 'asistencia',
'concejo', 'recomendación',
'capacidad', 'habilidad',
'experiencia', 'vivencia',
'automatismo', 'rutina',
'verdad', 'veracidad',
'exigencia', 'requisito',
'realización', 'cumplimiento',
'fe', 'creencia',
'perdida', 'pérdida',
'coherencia', 'consistencia',
'razonamiento', 'lógica',
'no emoción', 'impersonalidad',
'piedad', 'compasión',
'libertad', 'autonomía',
'peligro', 'riesgo',
'estudiar', 'aprender',
'policias', 'agentes',
'finalizar trato', 'concluir acuerdo',
'amenaza', 'intimidación',
'animales', 'criaturas',
'guerras', 'conflictos',
'trato', 'negociación',
'paz', 'armonía',
'resolver conflicto', 'mediar',
'alerta', 'precaución',
'daño', 'perjuicio',
'capacidad', 'habilidad',
'mente', 'intelecto',
'protección', 'seguridad',
'despreocupación', 'relajación',
'daño', 'perjuicio',
'futuro', 'porvenir',
'síntesis', 'resumen',
'riesgo', 'peligro',
'daño', 'perjuicio',
'detrimento', 'deterioro',
'problemas', 'dificultades',
'protección', 'resguardo',
'deber', 'obligación',
'derechos', 'privilegios',
'hacer', 'realizar',
'coacción', 'presión'
