'propiedad', 'código',
'muchos', 'varios',
'bien', 'correcto',
'hacer', 'realizar',
'proyecto', 'emprendimiento',
'hacer', 'realizar',
'no mentir', 'veracidad',
'no mentir', 'veracidad',
'en sí', 'intrínseco',
'angustia', 'ansiedad',
'incontrolable', 'irrefrenable',
'desesperanza', 'desaliento',
'lógica', 'razonamiento',
'mal', 'incorrecto',
'daño', 'perjuicio',
'perjuicio', 'daño',
'advertencia', 'aviso',
'cuidado', 'precaución',
'amenaza', 'intimidación',
'riesgo', 'peligro',
'psicológico', 'mental',
'no correcto', 'incorrecto',
'falta', 'carencia',
'arrepentimiento', 'remordimiento',
'error', 'equivocación',
'bien', 'correcto',
'admiración', 'asombro',
'beneficios', 'ventajas',
'honor', 'prestigio',
'confianza', 'seguridad',
'siempre', 'siempre',
'ayuda', 'asistencia',
'reflexión', 'pensamiento',
'elección', 'decisión',
'hacer', 'realizar',
'bondad', 'generosidad',
'felicidad', 'alegría',
'ayuda', 'asistencia',
'trato', 'negociación',
'negocios', 'empresas',
'prosperidad', 'éxito',
'valor', 'importancia',
'lógica', 'razonamiento',
'confianza', 'seguridad',
'renacer', 'renovación',
'confianza', 'seguridad',
'deber', 'obligación',
'académico', 'escolar',
'compromiso', 'responsabilidad',
'tareas', 'actividades',
'no voluntad', 'falta de voluntad',
'nerviosismo', 'ansiedad',
'daño', 'perjuicio',
'depresión', 'tristeza',
'inseguridad', 'falta de seguridad',
'angustia', 'ansiedad',
'preocupación', 'inquietud',
'concejo', 'consejo',
'ayuda', 'asistencia',
'aporte', 'contribución',
'significado', 'importancia',
'descripción', 'explicación',
'perdón', 'disculpa',
'otro/alguien', 'tercero',
'repetición', 'reiteración',
'bien', 'correcto',
'bien', 'correcto',
'esperar', 'aguardar',
'enfermedad', 'patología',
'futuro', 'porvenir',
'esfuerzo', 'dedicación',
'no soltar', 'aferrarse',
'comer', 'alimentarse',
'cuidado', 'precaución',
'nerviosismo', 'ansiedad',
'inquietud', 'agitación',
'locura', 'insania',
'alteración', 'perturbación',
'angustia', 'ansiedad',
'pánico', 'terror',
'estrés', 'tensión',
'estrés', 'tensión',
'explicación', 'aclaración',
'entendimiento', 'comprensión',
'concejo', 'consejo',
'peligro', 'riesgo',
'momento', 'instante',
'sonrisa', 'risa',
'posibilidad', 'opción',
'ganar', 'vencer',
'paciencia', 'tolerancia',
'habilidades', 'destrezas',
'sentimiento', 'emoción',
'acción', 'acto',
'felicidad', 'alegría',
'sonrisa', 'risa',
'ánimo', 'motivación',
'confianza', 'seguridad',
'acción', 'acto',
'susto', 'miedo',
'dinero', 'efectivo',
'negocios', 'empresas',
'peligro', 'riesgo',
'certidumbre', 'seguridad',
'no mentir', 'veracidad',
'no falcedad', 'veracidad',
'alegría', 'felicidad',
'dicha', 'felicidad',
'bien', 'correcto',
'sonrisa', 'risa',
'bien', 'correcto',
'alerta', 'precaución',
'estrés', 'tensión',
'inseguridad', 'falta de seguridad',
'violencia', 'agresión',
'angustia', 'ansiedad',
'nerviosismo', 'ansiedad',
'inseguridad', 'falta de seguridad',
'dolor', 'sufrimiento',
'sudor', 'transpiración',
'desesperación', 'desaliento',
'posibilidad', 'opción',
'demostración', 'evidencia',
'elección', 'decisión'
