'propiedad', 'código',
'miedo', 'temor',
'riesgo', 'peligro',
'deseo', 'anhelo',
'lo último que se pierde', 'esperanza',
'deseo', 'anhelo',
'organización', 'orden',
'estructura', 'orden',
'organización', 'orden',
'preocupación', 'inquietud',
'pacto', 'acuerdo',
'sufrimiento', 'dolor',
'evitación', 'prevención',
'organización', 'orden',
'meta', 'objetivo',
'organización', 'orden',
'selección', 'elección',
'determinación', 'resolución',
'triunfo', 'victoria',
'meta', 'objetivo',
'premio', 'recompensa',
'decidir', 'elegir',
'mal', 'negativo',
'constructivo', 'positivo',
'negativo', 'desfavorable',
'negativo', 'desfavorable',
'negativo', 'desfavorable',
'consecuencias', 'resultados',
'miedo', 'temor',
'evitación', 'prevención',
'persecución', 'acoso',
'consecuencias', 'resultados',
'meta', 'objetivo',
'responsabilidad', 'obligación',
'grado', 'nivel',
'pacto', 'acuerdo',
'común', 'compartido',
'países', 'naciones',
'entendimiento', 'comprensión',
'empatía', 'compasión',
'empatía', 'compasión',
'acogedor', 'hospitalario',
'ingreso', 'entrada',
'sin salida', 'atolladero',
'intranquilidad', 'ansiedad',
'intranquilidad', 'ansiedad',
'correr', 'correr',
'nerviosismo', 'ansiedad',
'esperar', 'aguardar',
'fe', 'creencia',
'creencia', 'convicción',
'aceptación', 'aprobación',
'sentir', 'experimentar',
'todos', 'todos',
'aprobación', 'aprobación',
'ok', 'bien',
'amplio', 'espacioso',
'objetivos', 'metas',
'ganar', 'vencer',
'justicia', 'equidad',
'no mentir', 'veracidad',
'camino', 'ruta',
'búsqueda', 'exploración',
'solución', 'respuesta',
'distintos', 'diferentes',
'modus', 'modo',
'habilidades', 'destrezas',
'pacto', 'acuerdo',
'convenio', 'acuerdo',
'confianza', 'seguridad',
'honestidad', 'sinceridad',
'no mentir', 'veracidad',
'relación', 'vínculo',
'correcto', 'adecuado',
'locura', 'insania',
'galletas', 'biscuit',
'mal', 'negativo',
'correcto', 'adecuado',
'guardias', 'vigilantes',
'contraseña', 'clave',
'presidente USA', 'presidente de Estados Unidos',
'gratitud', 'agradecimiento',
'gratitud', 'agradecimiento',
'regalo', 'obsequio',
'utilidad', 'provecho',
'positivo', 'favorable',
'ganar', 'vencer',
'no tristeza', 'alegría',
'alegría', 'felicidad',
'personal', 'individual',
'riesgo', 'peligro',
'deber', 'obligación',
'votar', 'sufragar',
'positivo', 'favorable',
'elección', 'opción',
'aceptación', 'aprobación',
'habilidades', 'destrezas',
'colegio', 'escuela',
'deber', 'obligación',
'responsabilidad', 'obligación',
'habilidades', 'destrezas',
'bien', 'bueno',
'positivo', 'favorable',
'bien', 'bueno',
'características', 'atributos',
'posibilidad', 'opción',
'posibilidad', 'opción',
'no lógica', 'ilógica',
'ayuda', 'asistencia',
'bien', 'bueno',
'alegría', 'felicidad',
'alegría', 'felicidad',
'no juicio', 'imparcialidad',
'positivo', 'favorable',
'negativo', 'desfavorable',
'comer', 'consumir',
'responsabilidad', 'obligación',
'responsabilidad', 'obligación',
'dinero', 'efectivo',
'dinero', 'efectivo',
'no mentir', 'veracidad',
'revelación', 'descubrimiento',
'búsqueda', 'exploración',
'cierto', 'verdadero',
