PROP: enfermedad, CODE: enfermedad
PROP: ingenio, CODE: ingenio
PROP: progereso, CODE: progreso
PROP: pensamiento, CODE: pensamiento
PROP: inteligencia, CODE: inteligencia
PROP: firmeza, CODE: firmeza
PROP: desinteresadamente, CODE: desinteresadamente
PROP: luz, CODE: luz
PROP: blanco, CODE: blanco
PROP: posibilidad, CODE: posibilidad
PROP: táctica, CODE: táctica
PROP: militar, CODE: militar
PROP: sudor, CODE: sudor
PROP: meticuloso, CODE: meticuloso
PROP: modificable , CODE: modificable
PROP: pretexto, CODE: pretexto
PROP: innecesario, CODE: innecesario
PROP: irresponsabilidad, CODE: irresponsabilidad
PROP: objetivo, CODE: objetivo
PROP: optimismo, CODE: optimismo
PROP: ligrereza, CODE: ligereza
PROP: arrepentimiento, CODE: arrepentimiento
PROP: emoción, CODE: emoción
PROP: limpiar, CODE: limpiar
PROP: repetición, CODE: repetición
PROP: pensamiento, CODE: pensamiento
PROP: abstracción, CODE: abstracción
PROP: propósito, CODE: propósito
PROP: inteligencia, CODE: inteligencia
PROP: demostración, CODE: demostración
PROP: librarse, CODE: librarse
PROP: pretexto, CODE: pretexto
PROP: antojo, CODE: antojo
PROP: safarse, CODE: safarse
PROP: existir, CODE: existir
PROP: emoción, CODE: emoción
PROP: promesa, CODE: promesa
PROP: preguntar, CODE: preguntar
PROP: saber, CODE: saber
PROP: rentabilidad, CODE: rentabilidad
PROP: ventas, CODE: ventas
PROP: preferencia, CODE: preferencia
PROP: transparencia, CODE: transparencia
PROP: pensamiento, CODE: pensamiento
PROP: enfermedad, CODE: enfermedad
PROP: no vivir, CODE: no vivir
PROP: asaña, CODE: asaña
PROP: diferentes, CODE: diferentes
PROP: personal/grupal, CODE: personal/grupal
PROP: rejas, CODE: rejas
PROP: carcel, CODE: cárcel
PROP: afinidad, CODE: afinidad
PROP: constante, CODE: constante
PROP: ansiedad, CODE: ansiedad
PROP: mental, CODE: mental
PROP: cualidad, CODE: cualidad
PROP: evaluación, CODE: evaluación
PROP: desconocido, CODE: desconocido
PROP: moral, CODE: moral
PROP: transparencia, CODE: transparencia
PROP: ventana, CODE: ventana
PROP: grandeza, CODE: grandeza
PROP: locura, CODE: locura
PROP: contadores, CODE: contadores
PROP: plenitud, CODE: plenitud
PROP: concepto, CODE: concepto
PROP: término, CODE: término
PROP: peso, CODE: peso
PROP: contexto, CODE: contexto
PROP: transparencia, CODE: transparencia
PROP: delito, CODE: delito
PROP: terquedad, CODE: terquedad
PROP: reunión, CODE: reunión
PROP: directo, CODE: directo
PROP: no absoluta, CODE: no absoluta
PROP: amor, CODE: amor
PROP: ilusión, CODE: ilusión
PROP: desesperación, CODE: desesperación
PROP: léxico, CODE: léxico
PROP: cronograma, CODE: cronograma
PROP: debilidad, CODE: debilidad
PROP: lástima, CODE: lástima
PROP: expresión, CODE: expresión
PROP: ventas, CODE: ventas
PROP: gozo, CODE: gozo
PROP: prepotencia , CODE: prepotencia
PROP: aprovechar, CODE: aprovechar
PROP: definición, CODE: definición
PROP: inteligencia, CODE: inteligencia
PROP: burbuja personal, CODE: burbuja personal
PROP: tergiversación, CODE: tergiversación
PROP: obtención, CODE: obtención
PROP: pena, CODE: pena
PROP: serenidad, CODE: serenidad
PROP: detallar, CODE: detallar
PROP: victoria, CODE: victoria
PROP: algoritmo, CODE: algoritmo
PROP: modelo, CODE: modelo
PROP: arte, CODE: arte
PROP: concepto, CODE: concepto
PROP: arreglo, CODE: arreglo
PROP: espera, CODE: espera
PROP: franqueza, CODE: franqueza
PROP: manipulación, CODE: manipulación
PROP: favorecer resultados, CODE: favorecer resultados
PROP: no ocultar, CODE: no ocultar
PROP: tensión, CODE: tensión
PROP: culmine, CODE: culmine
PROP: cima, CODE: cima
PROP: intanglible, CODE: intangible
PROP: tacto, CODE: tacto
PROP: motor, CODE: motor
PROP: igualdad, CODE: igualdad
PROP: ceder, CODE: ceder
PROP: meditación, CODE: meditación
PROP: quedar, CODE: quedar
PROP: definitivamente, CODE: definitivamente
PROP: ocasión, CODE: ocasión
PROP: tolerancia, CODE: tolerancia
PROP: apego, CODE: apego
PROP: correr, CODE: correr
PROP: autoridad, CODE: autoridad
