'propiedad', 'código',
'acción', 'actividad',
'bondad', 'generosidad',
'regalo', 'obsequio',
'acuerdo', 'consenso',
'personal', 'individual',
'sobresaliente', 'destacado',
'reconocimiento', 'apreciación',
'dinero', 'efectivo',
'opinión', 'punto de vista',
'idea', 'concepto',
'comparación', 'analogía',
'fuerza', 'fortaleza',
'seguridad', 'protección',
'confianza', 'credibilidad',
'análisis', 'examen',
'padres', 'progenitores',
'motivación', 'estímulo',
'mentira', 'falsedad',
'respuesta', 'contestación',
'información', 'datos',
'fundamental', 'esencial',
'mal', 'negativo',
'daño', 'perjuicio',
'toda la vida', 'permanente',
'no perder', 'conservar',
'bien', 'positivo',
'logro', 'éxito',
'gratitud', 'agradecimiento',
'felicidad', 'alegría',
'suerte', 'fortuna',
'físico/verbal', 'agresión',
'violencia', 'agresividad',
'habilidades', 'destrezas',
'positivo', 'favorable',
'explotable', 'aprovechable',
'positivo/negativo', 'ambivalente',
'realización', 'cumplimiento',
'necesario', 'indispensable',
'estrés', 'tensión',
'humano', 'persona',
'involuntario', 'automático',
'decisión', 'elección',
'nerviosismo', 'ansiedad',
'dificultad', 'complicación',
'angustia', 'desesperación',
'descontrol', 'caos',
'pensamiento', 'reflexión',
'elección', 'opción',
'concecuencia', 'resultado',
'personal/grupal', 'colectivo',
'ayuda', 'asistencia',
'concejo', 'recomendación',
'capacidad', 'habilidad',
'experiencia', 'vivencia',
'automatismo', 'rutina',
'verdad', 'certeza',
'exigencia', 'requisito',
'realización', 'logro',
'fe', 'creencia',
'perdida', 'pérdida',
'coherencia', 'consistencia',
'razonamiento', 'lógica',
'no emoción', 'impersonalidad',
'piedad', 'compasión',
'libertad', 'autonomía',
'peligro', 'riesgo',
'estudiar', 'aprender',
'policias', 'agentes',
'finalizar trato', 'terminar acuerdo',
'amenaza', 'intimidación',
'animales', 'criaturas',
'guerras', 'conflictos',
'trato', 'negociación',
'paz', 'armonía',
'resolver conflicto', 'solucionar disputa',
'alerta', 'advertencia',
'daño', 'perjuicio',
'capacidad', 'habilidad',
'mente', 'cerebro',
'protección', 'seguridad',
'despreocupación', 'relajación',
'futuro', 'porvenir',
'síntesis', 'resumen',
'riesgo', 'peligro',
'detrimento', 'deterioro',
'problemas', 'dificultades',
'protección', 'resguardo',
'deber', 'obligación',
'derechos', 'privilegios',
'hacer', 'realizar',
'coacción', 'presión',
'acción', 'actividad'
