situación positiva que se genera hacia otra persona,positivo
se asocia al miedo ,miedo
pone en riesgo la integridad ,riesgo
deseo de que algo suceda,deseo
en los conflictos es lo último que se pierde,lo último que se pierde
deseo interiorizado,deseo
se relaciona a la organización de algo,organización
estructura de algo,estructura
en los estudios se debe elaborar para organizarse,organización
preocupación interna hacia lo desconocido,preocupación
pacto afirmativo,pacto
puedes sufrir,sufrimiento
te conviene evitarlo,evitación
organización,organización
tiene una meta y un camino definido,meta
se usa mucho para organizar,organización
es cuando entre un conjunto de cosas seleccionas una,selección
determinacion hacia un objetivo,determinación
triunfo,triunfo
llegada a la meta,meta
premio,premio
decidir relizar una accion,decidir
te las dan cuando creen que no estas haciendo algo bien,mal
constructiva en general,constructivo
sentimiento negativo,negativo
se usa para decir quien hizo algo negativo,negativo
cuando cometes algun acto negativo te da este sentimiento despues,negativo
consecuencias,consecuencias
miedo,miedo
intento de evitar que alguien haga algo,evitación
persecucuion ,persecución
ser consecuente,consecuencias
llegar a una meta,meta
responsabilidades son de este tipo,responsabilidad
dependiento del grado este concepto que tengas es tu importancia ,grado
pacto,pacto
se hacen para llegar a un punto comun,común
los paises lo hacen en materia de relaciones,países
cuando no hay entendimiento son necesarios,entendimiento
ponerse en el lugar del otro,empatía
empatia,empatía
acogimiento ,acogedor
Ingreso ,ingreso
Contra la espada y la pared,sin salida
Intranquilidad,intranquilidad
Negarse a encontrar la paz,intranquilidad
Corriendo contra el tiempo,correr
Estado mental nervioso,nerviosismo
Esperar que algo resulte como uno quiere,esperar
Fe,fe
Creer en algo,creencia
Asumir algo por hecho,aceptación
Se puede sentir,sentir
Todos lo hemos experimentado,todos
Terminos aprovados,aprobación
Ok,ok
Amplio ,amplio
Objetivo de muchas personas,objetivos
Ganar,ganar
Justicia,justicia
No caer en la mentira,no mentir
Encontrar un camino,camino
Constante busqueda,búsqueda
Una solucion esperando ser tomada,solución
Siempre se aparecen para distintas situaciones,distintos
Modus Operandi,modus
Habilidad,habilidades
Pacto,pacto
A lo que se llega cuando 2 estados firman un convenio,convenio
Cuando crees que tu interlocutor dice algo correcto,confianza
Honestidad,honestidad
Lo contrario a mentira,no mentir
Es clave en una relación de amistad o de pareja,relación
Cuando uno la tiene es porque dijo algo correcto,correcto
estar loco por algo,locura
Nombre de unas galletas en forma de tubo rellenas con chocolate,galletas
no es bueno,mal
Cuando uno cree que lo que dice es lo correcto,correcto
Guardias,guardias
Tener un dispositivo electronico con contraseña,contraseña
El presidente de EE.UU la tiene más que nadie,presidente USA
Dar las gracias,gratitud
gratitud,gratitud
Cuando le das un obsequio a otro en devolución a un favor,regalo
Utilidad,utilidad
Saldo positivo,positivo
Ganar,ganar
Lo contrario a tristeza,no tristeza
Alegría,alegría
"Son personales, nadie puede saberlos a menos que los expreses",personal
Un riesgo hacia uno mismo,riesgo
Se toma como un deber,deber
"En muchos países, votar es una de ellas",votar
Algo positivo que uno se puede llevar de una experiencia,positivo
"Se habla de esto, cuando se tiene una elección que podría generar beneficio",elección
Cuando se llega a términos aceptables con otra persona respecto a un tema,aceptación
Una habilidad que puede ser tanto fisica como mental,habilidades
ir al colegio,colegio
deber,deber
cuando tienes responsabilidades,responsabilidad
habilidad,habilidades
ser bueno para algo,bien
cualidad positiva,positivo
contrario a hacer una actividad mal,bien
característica que una persona puede mostrar realizando cierta operación,características
tener la posibilidad de realizar algo,posibilidad
cuando es posible lograr algo,posibilidad
comenzar a hacer cosas poco lógicas cuando ya no se logra algo,no lógica
cuando le pides ayuda a alguien que nunca pensaste acudirías,ayuda
sentirse bien con uno mismo y el entorno,bien
sentirse alegre,alegría
sentirse contento,alegría
no juzgarse a uno mismo y a los demás,no juicio
cuando te pasa alguna situación que añorabas mucho y tienes un sentimiento muy positivo al respecto,positivo
sentimiento negativo,negativo
cuando una mujer esta dieta y come chocolate después siente esto,comer
cuando pasa algo malo y fue tu responsabilidad lo sientes,responsabilidad
cuando pasa algo y se busca quien lo cometió,responsabilidad
cuando ganas algo que esta fuera de tus entradas de dinero típicas,dinero
entrada de dinero extraordinaria,dinero
cuando no mientes,no mentir
cuando hablas con una persona y le revelas algo que tenías oculto,revelación
lo que buscan los creyentes y cinetificos sobre la creación del universo,búsqueda
cuando alguien algo y esta en lo cierto,cierto
