Un camino que puedo optar,camino
Una via alternativa,alternativa
una opción,opción
Empatía,empatía
Contrario a la venganza,no venganza
Perdonar,perdón
Sobreexagerar una situación,sobre exageración
No tener alternativas para algo importante,no acción
Perder la calma,intranquilidad
Contrario a relajado,intranquilidad
Responder a una ayuda,ayuda
Gratitud,gratitud
Reconocer la ayuda de los demás,reconocimiento
Mencionar el aporte positivo de alguien,positivo
Un deber que hay que cumplir,deber
Una responsabilidad que se tiene,responsabilidad
Algo que hay que realizar por un compromiso,compromiso
Imponerle a alguien que haga algo,imposición
Actuar irracionalmente ,irracional
Desear algo a toda costa,deseo
consigue un beneficio para al menos uno de los participantes,beneficios
implica beneficio para un individuo,beneficios
puede ser recomfortante o perturbadora,bien/mal
buscada por gran cantidad de gente,búsqueda
mal vista por la sociedad,mal
usada para justificar malas acciones ,justificación
empleada por gente irresponsable,irresponsabilidad
sentimiento positivo ,positivo
experimentado en momentos de dificultad,dificultad
tema presente en la religion,religión
experimentado en situaciones estresantes ajenas al individuo,estrés
experimentada por todos en algun momento,todos
caracteristica vista como positiva,positivo
otorga congruencia al actuar del individuo,congruencia
ayuda a mantener relaciones saludables con otras personas,ayuda
persona que la ejerce se considera como confiable,confianza
forma de actuar respecto a alguna cosa ,acción
connotación negativa,negativo
se ejerce hacia una persona u objeto,persona/objeto
incapacidad de concentrarse en alguna otra cosa,atención
capacidad humana,humano
se ejerce en cada momento consciente,conciencia
culmina en la formacion de ideas,idea
idea transferida a otra persona,idea
percepcion de ser una mejor idea que la que la otra persona posee,idea
intencion positiva con fin de ayudar,ayuda
Sensación positiva,postivo
Estado anímico,ánimo
Caracteristico del ser humano,humano
Alegría,alegría
Bien estar,bienestar
Incapacidad de reaccionar bien frente a un problema ,incapacidad
Incapacidad de actuar correctamente,incapacidad
Alteración del ánimo,alteración
Logros,logro
Triunfos,triunfo
Cumplimiento de metas personales,cumplimiento
Aspiración ,aspiraciones
Dañino,daño
Poco o no seguro,inseguridad
Sentimiento de falta luego de cometer un acto intencionalmente,intención
Responsabilizarse de nuestras acciones,responsabilidad
Capacidad(es) que destacan a una persona del resto,capacidad
Caracteristica(s) que destaca(n) a una persona del resto,características
Descripción de algo o alguien,descripción
Caracteristicas de algo o alguien ,caracterización
Significado de algo o alguien,significado
proteger,protección
acoger,acogedor
Sensación de tranquilidad ,tranquilidad
Verdadero ,verdad
Fiel,fiel
Correcto,correcto
Caracteristica del ser humano,características
No da cabida a la mentira,no mentir
se siente por otras personas,otro/alguien
solidaridad,solidaridad
entiendes el lugar del otro,entendimiento
lo sientes cuando la persona pasa por algo negativo,negativo
el sentimiento es positivo,positivo
permite que personas ayuden a otras,ayuda
caridad,caridad
intimidación,intimidación
se desea algo negativo hacia otra persona,mal
enojo,enojo
tiene la intención de impedir algo,disuasión
confort,confort
protección,protección
uno se siente bien,bien
escudos,escudo
los criminales la violan,criminales la violan
confianza,confianza
triunfo,triunfo
cuando las cosas te salen bien,bien
sentimiento positivo,positivo
cuando logras algo,logro
satisfacción,satisfacción
goce,gozo
tiene la idea de evitar algo,evitación
mentira,mentira
justificación,justificación
falta de mea culpa,no mea culpa
se busaca escapar de esa situación,escape
sentimiento negativo,negativo
ayuda,ayuda
aporte,aporte
elección,elección
posibilidad,posibilidad
oportunidad,oportunidad
daño,daño
miedo,miedo
exposición,exposición
factores de riesgo,riesgo
inseguridad,inseguridad
sinceridad,sinceridad
transparencia,transparencia
contrario al engaño,no mentir
contraria a la mentira,no mentir
alegría,alegría
se busca esta emoción,emoción
emoción positiva,positivo
máxima satisfacción,satisfacción
Deber que tiene una persona ,deber
No eres libre de elegir cuando tienes una obligación,no voluntad
