similar a la utilidad pero visto desde un punto de vista mas social,utilidad
tener fe de que algo va a suceder,fe
tener fe de que los problemas se van a solucionar,fe
fe,fe
logico,lógica
Es la manera logica de pensar de cada persona,lógica
tener sentido,sentido
ayudar,ayuda
Se da cuando uno quiere guiar a alguien por el camino correcto,guía
decir la verdad,verdad
Es un valor que se adquiere cuando uno dice la verdad,verdad
Un tipo de valor,valor
es algo que uno tiene que hacer no importa que,hacer
se toma cuando uno debe elegir entre cosas,elección
es un acto,acción
no siempre son faciles,dificultad
especie de irracionalidad en la búsqueda de alguien o algo,irracional
incapacidad de dejar de pensar en alguien ,incapacidad
se puede firmar ,firma
se cierra con un apretón de manos,cierre
se puede sentir por alguien ,sentimiento
se puede sentir por algún enemigo,sentimiento
se puede dar al sentir pena por alguien ,pena
idea ,idea
puede generarse de manera individual o grupal,personal/grupal
tramar algo mediante ideas ,idea
puede ser de acción,acción
puede ser de estudio ,estudiar
capacidad innata ,capacidad
guarda relacion con el talento ,talento
desenvolverse en una actividad en una forma determinada,actividades
mostrar respetos de alguien que ha realizado algo para nosotros ,respeto
aptitud para una acción o actividad determinada ,acción
nos prepara para una situacion de peligro,peligro
practica,práctica
mente,mente
los psicologos lo estudian,psicológico
imagen mental,mente
razonamiento,razonamiento
todos lo necesitamos,necesario
pueden ser positivos o negativos,positivo/negativo
respaldo,respaldo
produce tranquilidad,tranquilidad
firmeza,firmeza
gratitud,gratitud
riesgo,riesgo
pruduce calma,calma
es una motivacion ,motivación
muchos ya la perdieron,perdida
todos la necesitamos,necesario
se hace para ir preparado,preparación
trato,trato
Dejar de dormir por ese algo,insomnio
Posibilidad de éxito,posibilidad
Luz al final del camino,luz
Creer en que vendrán tiempos mejores,creencia
Optimismo,optimismo
Pensamiento,pensamiento
Conciencia,conciencia
Los humanos la poseemos,humano
Significado de una palabra,significado
Contrario a pérdida,no perder
Ocasión de ganar,ocasión
Nerviosismo,nerviosismo
Angustia,angustia
Amenaza externa,amenaza
Riesgo,riesgo
Posibilidad de daño,daño
Potencial agente de daño,daño
Potncial peligro,peligro
Asociado a felicidad,felicidad
Cúspide laboral,cima
sentimiento que provoca nervios,nerviosismo
no es una sensación agradable,no agradable
recompensa o dinero por haber hecho alguna acción,recompensa
esfuerzo que trae una recompensa,recompensa
indica opiniones y percepciones de un invividuo,opinión
estado el cual consiste en sentirse protegido,protección
cuando una persona se vuelve adicto a algo,adicción
en esa situacion puede haber elementos peligrosos,elementos
hay que arriesgarse para pasar un peligro,riesgo
estar agradecido significa apreciar lo que otro hacen por uno mismo,aprecio
pretexto,pretexto
evadir situaciones,evación
respuesta,respuesta
ceder,ceder
comprensión,comprensión
favorecen a la representatividad,representatividad
inseguridad,inseguridad
nerviosismo,nerviosismo
trastorno psicológico,trastorno
lectura errada y sobreestimulada del acontecer,error
motor de cambio,motor
probabilidades de que algo se cumpla,probabilidad
aplica solo para situaciones que acontecerán en el futuro ,futuro
problemas,problemas
reacción ante situaciones poco favorables,no favorable
sentimiento,sentimiento
generado tras análisis de acciones pasadas,análisis
altamene ligada a las acusaciones,acusasión
ligada a un castigo,castigo
capacidad,capacidad
se aplican para diferentes areas de desarrollo en la naturaleza,desarrollo
Otros humanos las desarrollan conforme a lo requieren,desarrollo
busca persuadir,disuasión
"la forma mas distendida, conocida y aceptada son las leyes.",leyes
nuevas experiencias,experiencia
situación ventajoza de la cual se puede sacar provecho,ventaja
genera incerteza dado que invita a los individuos a salir de su zona de confort,incerteza
sirve para encontrar el significado de algo,significado
descripción,descripción
descripción,descripción
"comer en exceso, beber demasiado, fumar en exceso, etc",buscar exceso
supuesta función que brinda el estado,estado
estar sin riesgos,no riesgo
riesgo,riesgo
acción que perjudica el bienestar propio,no bienestar
sentir presión por algo cometido,presión
arrepentimiento,arrepentimiento
presión de algo cometido,presión
ganas por saber algo,ganas
sucede cuando pensamos,pensamiento
las guaguas suelen estar mas expuestas a este concepto,guaguas
constantemente estamos expuestos a ello,exposición
