virus,virus
enfermedad,enfermedad
ingenio,ingenio
progresar,progereso
pensadores,pensamiento
genera inteligencia,inteligencia
firmeza,firmeza
acciones desinteresadas,desinteresadamente
Luz,luz
blancura,blanco
posibilidad de hacer algo,posibilidad
táctica,táctica
sus inicios fueron con fines militares,militar
produce sudoración en las manos,sudor
meticuloso,meticuloso
Se puede modificar en el futuro,modificable 
Pretexto,pretexto
Innecesaria frente a la responsabilidad,innecesario
Motivo frente a irresponsabilidad,irresponsabilidad
Intenta objetivizar,objetivo
Optimismo descontrolado,optimismo
Ligereza,ligrereza
Suele generar arrepentimiento,arrepentimiento
Emoción consecuente a hacer daño,emoción
Debe limpiarse para superarla,limpiar
Cultivada con la repetición,repetición
Pensar,pensamiento
Es abstracto,abstracción
Propósito,propósito
Cuando alguien tiene inteligencia,inteligencia
Es una demostración,demostración
Cuando uno quiere librarse de algo,librarse
Cuando uno da un pretexto ,pretexto
Lo que te da cuando tienes antojos de alguna comida o bebida,antojo
Lo que dices para safarte de hacer algún deber,safarse
Lo que tengo para existir,existir
Emoción ,emoción
Promesa,promesa
Preguntar por lo que el otro cree que es mejor ,preguntar
"Si se algo que tu no, tengo la ",saber
Rentabilidad ,rentabilidad
En las ventas se busca una ,ventas
Preferir,preferencia
Ser transparente ,transparencia
Pensar mucho en algo ,pensamiento
Es una enfermedad,enfermedad
No poder vivir sin algo,no vivir
Asaña,asaña
Para cada persona son diferentes,diferentes
Puede ser entre varias personas o solo,personal/grupal
Se necesitan rejas ,rejas
Las carceles debieran tenerla,carcel
afinidad con algo,afinidad
siempre constante,constante
ansiedad,ansiedad
afecta estados mentales,mental
cualidad,cualidad
te aparce antes de entrar a una evaluación,evaluación
cuando te enfrentas a algo desconocido,desconocido
cualidad moral,moral
ser transparente ante los demas,transparencia
ventana para poder lograr algo,ventana
grandeza,grandeza
locura,locura
los contadores son las que las calculan,contadores
Estado emocional pleno,plenitud
Sensación de plenitud,plenitud
Plasmar determinado concepto,concepto
Ampliación de un término para su entendimiento,término
Peso moral producto de un hecho incorrecto.,peso
que se de el contexto para hacer algo ,contexto
ser transparente ,transparencia
Situación después de un delito,delito
Es lo que una persona terca no va a transar,terquedad
Reunión,reunión
Muchas veces se le asocian a las personas que son directas con sus palabras,directo
No existe una absoluta,no absoluta
Amor,amor
Ilusión sobre una situación,ilusión
Desesperación,desesperación
lexico,léxico
crongrama,cronograma
debilidad,debilidad
concepto de lastima,lástima
expresión que se le da a lo ancalzado,expresión
expresión que se le da al comprar aun determinado precio y que se vende a un valor muho mayor,ventas
gozo,gozo
prepotencia,prepotencia 
hay que aprovecharlas,aprovechar
forma definida de hacer algo,definición
Lo que nos hacer ser personas inteligentes,inteligencia
estado en el cual nada atraviesa la burbuja personal,burbuja personal
cuando no se tergiversan las cosas,tergiversación
Obtener un premio,obtención
tener pena,pena
serenidad,serenidad
detallista,detallar
victoria en la comparación,victoria
algoritmo,algoritmo
modelo,modelo
arte,arte
concepto,concepto
arreglo,arreglo
esperar de  forma segura y paciente lo que estamos necesitando,espera
ser franco,franqueza
manipular una informacion real cambiandolo por algo erroneo,manipulación
lo que entrega otro para favorecer tus resultados,favorecer resultados
no ocultar ideas u opiniones aunquesean disrutivas,no ocultar
Sucede por momentos tensos o de emoción.,tensión
culminacion de algo lllevado a cabo perfectamente,culmine
"llegar a la cima en algun lugar , competenciau otros",cima
algo intangible ,intanglible
tacto,tacto
Motor más grande que trabaja a través de todos los conceptos aprendidos para generar una respuesta ,motor
Igualdad ,igualdad
Ceder ,ceder
meditar,meditación
quedar en algo entre personas,quedar
definitivamente,definitivamente
Ocasiòn perfecta,ocasión
tolerancia,tolerancia
apego ,apego
correr,correr
autoridad,autoridad
