risa,risa
cuando se esta apurado y te toca una larga fila ,apuro
encerrado en una pieza sin puertas ni ventanas ,encierro
no pensar tranquilamente ,intranquilidad
se le dice a una persona,persona
caracteristicas de algo,caracterización
tambien se puede ver en la calidad de las teles ,TV
cuando algo es concreto en los bordes ,concreto
los militares lo hacen en las guerras ,guerras
lo haces todos los dias ,todos los diás
cambia la realidad de antes de hacerlo y la de despues ,cambio
opcion,opción
al buscar una mejor opcion uno la busca ,opción
viajar ,viajar
hay personas que la toman y otras que no ,tomar/dejar
cuando cumples tus objetivos,objetivos
es bajo la ley ,leyes
no se agobia a las persona ,no agobiar
dañino,daño
daños,daño
habilidad,habilidades
sabios,sabiduría
originado en grecia,grecia
elemento sumamente poderoso,poder
poderosa herramiento para convencer a otras personas,herramienta
alarmas anti robo,alarma
cortesía,cortesía
una persona queda en deuda con otra,deuda
se representa generalmente solo por la palabra,palabra
daño,daño
precipicio,precipicio
Felicidad,felicidad
solución de un problema,solución
permite luchar hasta el final,lucha
ingenio,ingenio
complejidad,complejidad
importantes consecuencias,consecuencias
busca un beneficio ,búsqueda
impaciencia,impaciencia
nervios,nerviosismo
lleva a acciones descontroladas,descontrol
es algo siempre negativo,negativo
deseo de adelantar el tiempo,deseo
conlleva a un beneficio mutuo,beneficios
involucra una discusión previa,discusión
es muy difícil de lograr,dificultad
puede ser entre 2 o muchas partes,dos o más partes
se deben respetar,respeto
organización,organización
certero,certero
permite la coordinación interna,coordinación
ordenar ideas,organización
objetivos claros,objetivos
comunicación,comunicación
requiere la aceptación de las partes,aceptación
Barrera del ser,barrera
Pérdida de confianza,no confianza
Busca el perdón,perdón
Miedo a ser dañado,miedo
Se busca minimizar,minimizar
Se enmarca en pasado o futuro,pasado/futuro
Cuestionamiento,cuastionamiento
Cadenas de la conciencia,conciencia
Referencia,referencia
Requiere credibilidad,credibilidad
Aceptación al misterio,aceptación
Prioridad,prioridad
Define el futuro,futuro
Nos ahoga,ahogamiento
Nos aleja ,alejamiento
Don,don
Facilidad,facilidad
Surgen en la cabeza,cabeza
ultimatum,ultimátum
Cuando alguien te advierte de algo,advertencia
Motivo,motivación
raciocinio,razonamiento
Infracción,infracción
gratificación,gratitud
Estudiar,estudiar
Cuando uno trabaja,trabajo
Cuando uno esta indefenso,indefensión
Cuidado,cuidado
Riesgo,riesgo
Cuando uno corre riesgo de hacer cierta actividad,riesgo
Advertencia,advertencia
Señales de construcción que prohiben el paso bajo una advertencia,avertencia
Lo que usualmente debemos evitar,evitación
El riesgo de perder todo,riesgo
Lo que a veces aceptamos sabiendo los riesgos que puede traer,riesgo
Lo que sentías al ser un niño en brazos de tus padres,padres
El deber de ayudar a tu equipo de trabajo,deber
Lo que tus padres te imponían en casa,padres
Cuando alguien habla demasiado usualmente te trata de intimidar,intimidación
Estado que sientes al estar bajo peligro,peligro
Invento verbal de un plan para lograr evitar un compromiso,no compromiso
Un acto mental,mente
Misericordia,misericordia
Perdonar al culpable,perdón
El significado de algo es una ,significado
Dicccionario ,diccionario
forma mas explicita de entender algo ,entendimiento
Sensacion de estar satisfecho ,satisfacción
Cuando dos personas quieren reunirse llegan a un ,dos o más partes
busqueda de algo inaccequible ,búsqueda
Estar en lo correcto ,correcto
Argumento,argumentación
Motivo para hacer algo ,motivación
Dinero ,dinero
Contrario a perder ,no perder
Escoger ,elección
Declinarme por algo ,declinación
Cuando estoy entre dos cosas debo tomar una ,elección
Para decir las cosas que siento necesito una gran ,decir
Necesidad de hacer algo ,necesario
Necesidad de algo,necesario
No deja dormir,insomnio
Sucede cuando quieres que algo pase rapido,rápidez
"Se puede reducir, pero no controlar",descontrol
En exceso puede ser mala,mal
Valor,valor
Se desarrolla,desarrollo
A las personas les agrada,agradable
Es necesaria,necesario
