cuando alguien algo y esta en lo cierto,cierto
algo que no es bueno,mal
cuando te puede pasar algo malo,mal
cuando estas en situacion riesgosa,riesgo
si te encuentras con un animal feroz,animales
cuando le das las gracias a una persona,gratitud
acción a favor de una persona que te ayudo,favor
sentirse feliz por la ayuda de alguien y hacerelo notar,felicidad
habilidad,habilidades
trato,trato
confianza,confianza
justificación,justificación
la gente suele entregar muchas ,muchos
futuro,futuro
no decir mentiras,no mentir
evento del que puedes sacar una ganancia ,ganar
posibilidad,posibilidad
familia,familia
reír,risa
te diferencia de otra persona,personal
hay distintos tipos de esta,distintos
una forma de estrés,estrés
esto altera a las personas,alteración
se puede encontrar en diccionarios,diccionario
la eleción de una personta ante una situación,elección
hay buenas y malas,bien/mal
se debe evaluar antes de,anticipación
la tiene una persona con buenas habilidades,habilidades
lo que te diferencia de otras personas en realizar ciertas actividades,actividades
"Una persona que juega futbol, la tiene para los deportes",deporte
la decimos cuando queremos justificarnos por alguna accion que hicimos ante otra persona,justificación
Sentimiento al reconocer la equivocación y no comentarlo,reconocimiento
todo va a estar bien,bien
es lo que uno siempre tiene que decir,deber
la gente que lo dice es de confianza,confianza
cuando uno come demaciado lo siente,comer
delitos,delito
hacer algo sabiendo que esta mal ,mal
juicio,juicio
es abstracto,abstracción
deberes,deber
reglas,reglas
cuando debes hacer algo,hacer
tratado,tratado
estrés,estrés
rapidez,rápidez
ganas por que ocurra algo,ganar
terminar rapido,rápidez
enfermedad psicologica,enfermedad
buena persona,bien
es veraz,veracidad
estan en los bancos,bancos
confianza personal,confianza
hablidades para algo,habilidades
facilidad para algo,facilidad
se dice cuando se ora,oración
cuando te sacan de un problema,solución
es importante decirlo,importante
es un valor decirlo,valor
dar caracateristicas tipicas de ese elemento ,características
no mentir,no mentir
no se crear falsos testimonios,no mentir
sentir pena por alguna accion o suceso ,pena
ideas ,idea
ser bueno para realizar una accion,bien
todas las personas son buenas para algo,todos
decision entre dos o mas personas,decisión
llegar  a un concenso ,consenso
tener la capacidad de determinar una idea,idea
llevar a cabo una idea que se tomo anteriormente ,idea
se les desea a las personas para que les valla bien,bien
lograr un objetivo ,logro
forma de medida del logro,logro
concejo,concejo
las personas las dan para ayudar a otras en sus decisiones ,ayuda
Tiene que ver con lo que es una palabra o concepto.,palabra
mentira,mentira
es lo que utilizamos para evadir algo,evación
lo que sentimos cuando hacemos algo malo a alguien,mal
tenemos esto cuando hacemos algo mal,mal
alegria,alegría
arcoiris,arcoiris
risa,risa
lo sientes cuando alguien hace algo bueno por ti,bien
es algo que debemos hacer ,deber
tarea,tareas
estar en lo cierto respecto a algo,correcto
propio de una persona que se encuentra en lo correcto,correcto
su sustrato biológico es el cerebro,cerebro
verdadero según lo concebido como cierto por el ser humano,verdad
deseo incontrolable frente a un acontecimiento o evento,descontrol
que le es facil realizar algo,facilidad
virtudes,virtud
preocupación extrema por algo,preocupación
no permite apartar el pensamiento de algo o alguien,no peligro
tener confianza en que lo hecho o lo que se hará es lo correcto,confianza
otorga tranquilidad en el hogar,tranquilidad
los padres se la otorgan a sus hijos mediante la protección,padres
alegría que perdura,alegría
incapacidad de estar tranquilo,incapacidad
produce estrés en quien la tiene constantemente,estrés
que es certero,certeza
concebido como real ,real
habilidad para la realización de algo,habilidades
capacidad mayor que el promedio de la gente en alguna disciplina,capacidad
tener fé,fe
confiar,confianza
algo que si o si se hace,hacer
no poder no hacer algo,no voluntad
buenos resultados,bien
lograr el cien por ciento,logro
estar satisfecho,satisfacción
verdad,verdad
decir lo que uno piensa,decir
real,real
capacidad,capacidad
ser bueno para algo,bien
algo propio que tiene cada persona,personal
tener la verdad,verdad
justificación,justificación
estar inquieto,inquietud
efecto del miedo,miedo
contrario a estar pasivo,activo
perder el control,incontrolable
