Sentimiento despues de que alguien hizo algo por ti,sentimiento
"Si me haces un favor, yo me siento…….",favor
Es lo contrario a resentimiento,cariño
Algo o alguien que tiene potencial de causarme algun perjuicio,perjuicio
"Cuando se es pequeño, ir al colegio es una …….",colegio
Poseer una capacidad mayor a la que otros poseen,capacidad
Lo contrario a discapacidad,no discapacidad
Es lo contrario a fracaso,no fracaso
Se siente despúes de cometer algún error tonto,error
Capacidad que tienen las personas de razonar,razonamiento
Barrera para cumplir mis objetivos ,barrera
Algunas se adquiren otras son inatas ,innato
Reflexion,reflexión
Tranquilidad,tranquilidad
Se pude pagar por ella,pago
se puede medir ,medición
debe ser respetada,respeto
Amenaza ,amenaza
se organiza según destresas o habilidades ,organización 
Se logra a traves del penamiento,pensamiento
Trato,trato
Los formales se deben legalizar ,legal
ser sincero,sinceridad
felicidad,felicidad
tranquilidad,tranquilidad
contrario al instinto,no instinto
pensamiento racional,pensamiento
sin solución aparente,no solución
más cantidad,mayor cantidad
crítica constructiva,crítica
nueva idea,idea
tener precaución ,precaución
idea sobre algo,idea
protección,protección
me brinda tranquilidad,tranquilidad
es una virtud poder realizarlo,virtud
creer en algo,creencia
los religiosos creen en ella,religión
una idea en caso se que algo no salga bien,idea
trastorno psicológico,trastorno
un trato,trato
creer que algo puede pasar,creencia
una razón para seguir viviendo,razonamiento
es un estado de ánimo,ánimo
se puede llorar por esto,llanto
desempeño en una tarea,desempeño
se dice la verdad,verdad
sinceridad,sinceridad
viene luego del recibimiento de un regalo (espiritual o material),regalo
es un factor ,factor
situación de protección,protección
es cuando la consciencia habla,conciencia
algo que nunca para de pasar mientras estas consciente,conciencia
algo que se debe aprovechar,aprovechar
es un sentimiento ,sentimiento
Todos intentamos sentirnos así,todos
algo que centra de manera total nuestra atención ,atención
mantiene nuestra atención sobre lo normal ,atención
Existen trastornos relacionados con este concepto ,trastorno
sentimiento ,sentimiento
los abuelos generalmente ocasionan esto en las personas ,por abuelos
ganas de que algo sucesa con muchas ganas,ganar
Sentimiento de anhelo ,sentimiento
"Cuando las cosas están mal, uno tiende a sentirlo ",creencia
"En situaciones críticas, es lo unico que nos queda tener",crítica
nos entrega tranquilidad en ciertas ocaciones,tranquilidad
Accion de una persona tras recibir algo,acción
Sentimiento al recibir un presente o favor,sentimiento
Se aprecia tras ser recibido,aprecio
Se realiza de corazón,corazón
Suele llevar a una idea,idea
Es sancionable,sanción
Cualidad ,cualidad
se realiza con el objetivo de venganza,venganza
su funcion es explicar conceptos,explicación
verdad,verdad
quien es puro hablando,pureza
verdad,verdad
puede afectar el estado de animo,ánimo
usado en leyes para determinar sentencia de una persona,leyes
ventaja sobre una situacion,ventaja
la gente espera obtenerla en su vida laboral,vida laboral
sirve para explicar cosas a traves del pensamiento racional,explicación
mapa de ideas,mapa
agoviado,agobio
puede llevar a la locura,locura
sirve para mantener relaciones sociales estables,relación
usado con frecuencia en negocios,negocios
la gente se aferrra a ella en momentos de crisis,aferrar
gente recurre a ella en momentos de desesperacion,deseperación
descripcion,descripción
sinceridad,sinceridad
compromiso,compromiso
relacion,relación
orientacion,orientación
encaminar,encaminar
enseñar,enseñanza
incomodidad,incomodidad
expectativas,expectativa
mejora,mejorar
conocimiento,conocimiento
competente,competencia
calma mental,calma
diyuntiva,disyunción
incertidumbre en las opciones,incertidumbre
trato,trato
compromiso,compromiso
malestar mental,malestar
enojo,enojo
influir,influencia
emocion ,emoción
estado,estado emocional
adrenalina ,adrenalina
emocion,emoción
descriscripcion de algo,descripción
cuando le explicas a alguien una cosa ,explicación
aparece una palabra con dos puntos y una explicacion,explicación
puede ser secreto,secreto
pensamiento ,pensamiento
"cuando la tomas, ganas muchas cosas ",ganar
el poder estudiar en una universidad ,académico
tranquilo,tranquilidad
muerte,muerte
virus,virus
