diferencia entre el costo y el precio de venta,diferencia
simpatia,simpatía
depresion,depresión
calido,calidez
incambiante,no cambio
invariable,invariable 
impecabilidad,impecabilidad
desequilibrio interno,desequilibrio
aprieto,aprieto
apuro,apuro
existe antes de algun acontecimiento importante,acontecimiento importante
existe en empresas o negocios un libro para esto,libros
encriptar,encriptar
como conseguir algo,conseguir
cuando una persona se mentaliza con algo y despues lo logra,mentalización
una forma de ordenar,orden
se puede comprar ,comprar
Todos se merecen una segunda,segunda
Ser educado,educación
proceso que consume energia ,gasto energético
Equilibrio,equilibrio
Pérdida de esperanza,desesperanza
La manera en que alguien o algo realiza una acción,manera
Ocasión conveniente,conveniencia
no dañino,no daño
rabia,rabia
hace sentir invulnerabilidad ,invulnerable
estabilidad,estabilidad
alarmas,alarma
no saber que hacer,no acción
Acompañar al otro en el sentimiento de dolor,acompañamiento
Sensación de haber herido a otra persona ,herido
afirmación acerca de algo que se elige,afirmación
necesita de una planificación previa,planificación
fuerza verbal para impedir que el otro haga algo,intimidación
actitud hacia alguien que me trata de forma amable,amabilidad
lo siento cuando hay un ladron cerca,delincuencia
manejo mas alcholo es un,manejar con alcohol
toda persona con enfermedad terminal tiene,enfermedad terminal
querer anticipar el futuro,querer
Lo decimos cuando hacen algo por nosotros,otro/alguien
Pasos a seguir,pasos
"puede ser motora, escrita, artística",multiple
estar en resguardo,resguardo
tiene pasos,pasos
fijacion intensa en algo,fijación
tratar de tener que describir esto,experimento
estado en donde la paciencia se acaba,impaciencia
en general te las dan ,dadas
no saber que hacer,no acción
no distorcionar la realidad,no distorsión
tristeza,tristeza
Liquido,líquido
Confirmacion ,confirmación
Constructivo,constructivo
Nunca deja de ejecutarse,no terminan
No pertenece al plano fisico,no físico
Se toman o se dejan,tomar/dejar
Pueden traer tanto buenas como malas consecuencias,consecuencias
Estrategia,estrategia
Organización ,organización
Necesarios cuando se quiere alcanzar un objetivo,objetivos
Chile tiene varios de estos con los países que lo limitan,países
Factible,factible
Dicha,dicha
Lo que uno obtiene al restar ingresos con costos,ingreso
Es un tipo de costo en economía,costo
Cuando se habla de esto muchas veces se habla de guardias,guardias
Un tipo de pacto,pacto
no tener paciencia,impaciencia
cuando estas encerrado en un lugar pequeño te pones así,fobia
aceptar todo lo que te rodea,aceptación
cuando haces algo que sabes que fue incorrecto y te quedas pensando en eso,incorrecto
si hay un incendio te encuentras en ese estado,incendio
pacto,pacto
meta,meta
algo que buscas cumplir,búsqueda
éxito,éxito
proposición,proposición
hace falta en las personas poderosas de este mundo,escasez
esquema organizado para lograr un objetivo,esquema
lo que realizo previmente organizando mis prioridades a ejecutar para lograr un buen desempeño de mi objetivo,organización
dicese de una persona que tiene buenas cualidades en un tema,cualidades
Sentimiento negativo ante una mala accion ,negativo
capacidad de organizar pensamientos críticamente.,organización
se utiliza en la estadística,estadística
juez,justicia
depende del juicio ,juicio
contrato,contrato
establecer reglas,reglas
comer rapido,comer
normalmente en mujeres,mujeres
empresa,empresas
camaras de vigilancia,cámaras
el mejor,el mejor
rapido,rápidez
misa,misa
aceptar hacer algo o no,aceptación
determinar el objetivo del elemento,determinación
honestidad,honestidad
hay personas que lo poseen para organizar su vida ,organización
Es aquello de lo que está lleno en los diccionarios.,diccionario
es algo de lo que nos alejamos normalmente,alejamiento
es aquello que es innegable,innegable
produce efectos movimientos físicos involuntarios,cambio corporal
"puede generar acné, tensión muscular y/o tics nerviosos",cambio corporal
suele ocurrir previo a un hecho importante,anticipación
te hace esoecial o característico,características
característica positiva que te destaca por sobre los demás en un área,características
causa preocupación en quien la posee,preocupación
propio de personas positivas,positivo
"evita asaltos, intranquilidad, malestar y/o daño",intranquilidad
opuesto a tristeza o amargura,no tristeza
propio de personas positivas,positivo
permite disfrutar mejor las cosas de la vida,disfrute
mayor desrrollo de una caracteristica positiva que te hace destacar por sobre los demas,características
algo positivo,positivo
no mentir,no mentir
obtener confianza,confianza
algo que se cree que es cierto,cierto
