Hacer algo sin cuestionar si te gusta o no hacerlo,hacer
Se asocia con pensamientos repetitivos sobre algo ,repetición
Angustia intolerable de la que uno no se hace cargo ,angustia
Gratitud,gratitud
Reconocimiento hacia algo o alguien por sentirme bien,reconocimiento
Sensación de placer,placer
Felicidad ,felicidad
Reconocer las cosas buenas que me pasan en la vida ,reconocimiento
Dar las gracias,gratitud
Sentir responsabilidad por algo malo que paso o se hizo,responsabilidad
Pena y angustia,pena
Agobio por algo que no se puede cambiar,agobio
Arrepentimiento,arrepentimiento
Reconocer que se hace algo malo ,mal
Habilidad,habilidades
Facilidad de alguien para hacer algo ,facilidad
Algo que se hace bien,bien
Talento ,talento
Imágenes mentales,mente
Reflexión,reflexión
Mente y cerebro ,mente
Relacionado con la racionalidad o razón,razonamiento
Evocación de algo o alguien en la mente,mente
Trabajo mental,mente
"Simbolizar, recordar o imaginar el futuro",simbolizar
Buscar información en la mente,información
Se usa o es útil para decidir,decisión
Esquema o mapa de algo ,esquema
Revisar con anticipación una situación ,anticipación
Conjunto de instrucciones que dicen quá hacer ,confort
Preferencia por algo sobre otra cosa,preferencia
Pensar antes de tomar una decisión,elección
Determinación ,determinación
Aceptar la pérdida de lo que no se escoge ,aceptación
Posición frente a algo,posición
Algo que puede dañar ,daño
Da miedo ,miedo
Estrés ,estrés
Te pone en alerta para reaccionar,alerta
Te puede quitar tu bienestar ,no bienestar
Potencial peligro ,peligro
elección personal,elección
concretar una acción,acción
es un trastorno compulsivo ,trastorno
estar en una situación de riesgo,riesgo
hay algo que puede ser dañino,daño
es necesario ponerse a salvo ante él,a salvo
habilidad para realizar algo,habilidades
requiere de ingenio,ingenio
descripción de algo,descripción
permite conocer conceptos,entendimiento
apiadarse de algo o alguien,piedad
es un sentimiento positivo,postitivo
sentir gratitud hacia alguien o algo,gratitud
actitud que anticipa violencia,violencia
Actitud usada para crear miedo,miedo
"aviso de que se no se cambia la actitud, acción, etc. sucedera algo",advertencia
gesto que crear miedo en el otro para evitar una accion de el,miedo
se relaciona con agilidad y fuerza,agilidad/fuerza
combinacion entre agilidad y fuerza,agilidad/fuerza
simbolo de alguien bien preparado fisicamente,preparación
habilidad principal para escalar muros,habilidades
platon desarrollaba un gran,filosofía
las ideas surgen de,idea
nadie puede leerte los,no leíble
de ellos surge la imaginacion,imaginación
habilidad principal del hombre,habilidades
el hombre es un ser,ser
ISO9000,norma
tus padres te brindan una gran,padres
proteccion,protección
si me regalan un notebook estaré,regalo
gracias,gratitud
en general uno tiene que ser de esta forma con quien te atiende,forma
actitud hacie quien te ayuda en general,actitud
forma de compensar una buena accion hacia ti,bien
sentimiento que alerta de que algo malo pasara,mal
isic lo es para la humanidad,terrorismo
premonicion de guerra genera,guerras
sale en carteles cerca de hoyos,advertencia
si tengo cancer lo ultimo que pierdo es,lo último que se pierde
uno en claro elige un,elección
sentimiento de querer que todo pase ahora,rápidez
espera larga te pone,esperar
cuando quieres que algo pase rapido,rápidez
la gente muchas veces come por,comer
se necesita para avanzar en politica,necesario
cuando dos paises llegan a un,países
La recibes si haces algo que desagradó a otra persona,ofensa
"Si la recibimos, vivimos más alerta",alerta
Habilidad para realizar algo,habilidades
Ideas,idea
Sensación de protección,protección
Confianza,confianza
Autoafirmación,autoafirmación
Las madres y/o nos provocan ese sentimiento,padres
Expresión de gratitud hacia algo o alguien,gratitud
Mientras más lo sintamos más felices somos,felicidad
Amenaza,amenaza
La vida corre un riesgo,riesgo
Fe en el buen resultado de algo,fe
Motivación,motivación
Creer que algo saldrá bien contra todo pronóstico,creencia
Guía,guía
Sensación de inseguridad,inseguridad
Nerviosismo,nerviosismo
Comerse las uñas,comer
Incomodidad,incomodidad
Decisión mutua entre dos partes,decisión
Se puede firmar para que sea oficial,firma
"Si se viola alguna de sus partes, se considera roto",deber
situación peligrosa,peligro
peligro relativo,peligro
situación de riesgo,riesgo
situación extraña de riesgo,riesgo
peligro de la integridad de la persona,peligro
habilidad,habilidades
capacidad para realizar algo,capacidad
es individual ,individual
se relaciona a la razón,razonamiento
es interiorizado,interno
sirve para resolver problemas,solución
propósito de las instituciones policiales,propósito
lo que una familia entrega a sus hijos,padres
