lo hacemos cuando queremos realizar un viaje con anticipacion,anticipación
habilidad,habilidades
contrario al estado de amenaza,no amenaza
estar satisfecho ,satisfacción
se experimenta hacia otro,otro/alguien
usa representaciones mentales,mente
subterfugio,subterfugio
menoscabo,menoscabo
orden,orden
análisis,análisis
aquello que pasa por nuestra mente,mente
operación intelectual,intelectual
muchas personas aspiran llegar a él,aspiraciones
habilidad,habilidades
idoneidad,idoneidad
es la realización correcta de un quehacer,realización
realización,realización
"el objetivo de la vida, para muchos",objetivos
se observa en la gente simpática,simpatía
risa,risa
se da cuando alguien dice lo correcto,correcto
argumento,argumentación
se vincula con valoraciones,valor
no mentir,no mentir
lo que se anhela de toda persona con quien uno se relaciona,anhelo
empatía,empatía
piedad,piedad
misericordia,misericordia
Próximo a ser atacado en cualquier aspecto,ataque
Cuando te sientes atacado,ataque
Ser hábil ,habilidades
Hacer con facilidad un trabajo o actividad ,facilidad
Es cuando uno es rápido en algo obteniendo mejores resultados,rápidez
Característica de personas que tienen alto rendimiendo,características
Ágil ,agilidad/fuerza
Relacionado con nuestra mente,mente
Nos hace tener opinión propia e ideales ,opinión
Prevención ante cualquier peligro ,prevención
"Lo que otorga los candados, puertas cerradas, etc. ",candados
Estar en confianza ,confianza
Sin preocupación,no preocupación
Gracias ,gratitud
Te encuentras en apuros,apuro
Alerta máxima,alerta
Algo organizado ,organización
Nervios,nerviosismo
Consecuencia de constante estrés,estrés
Puede derivar a crisis ,crisis
Pacto,pacto
Algo que se debe cumplir,deber
Algo que se consenza,consenso
capacidad de dar las gracias,gratitud
reconocimiento de aspectos positivos,reconocimiento
procesamiento de información,información
capacidad de análisis,análisis
algo real e incuestionable ,real
proponer caracteristicas,características
exceso de algo ,exceso
dinero recibido por la venta de algo,dinero
destreza,destreza
ser bueno en un ámbito,bien
hay varias opciones,opción
brindar las gracias,gratitud
manifestarle lo bueno que hizo a una persona ,bien
cuadrado ,cuadrado
problema ,problemas
lo dice la rae,diccionario
sensacion de placer,placer
positiva,positivo
opuesta a tristeza,no tristeza
bienestar ,bienestar
habilidad,habilidades
facilidad para realizar algo ,facilidad
manejo elevebado ,menejo
facilidad frente a algo,facilidad
don ,don
sobresalir,sobresaliente
algo personal e independiente de otra persona,personal
advertencia,advertencia
castigar ,castigo
problema,problemas
proporción,proporción
se cree siempre tener,siempre
seguridad fremte a algo,seguridad
estrés ,estrés
escases de recursos,escasez
ataque,ataque
intimidación,intimidación
habilidad,habilidades
maniobra,maniobra
otorga facilidad,facilidad
es personal,personal
proceso interior,interno
se puede verbalizar,verbalizable
carácter subjetivo,subjetivo
fuera de riesgo,no riesgo
no representa un peligro,no peligro
ligado a los modales,cortesía
algo preparado,preparación
tiene pasos,pasos
es estructurado,estructura
intranquilidad,intranquilidad
impaciencia,impaciencia
conformidad,conformidad
involucra responsabilidad,deber
Situacion que activa una maxima alerta en las personas,alerta
Exposicion a ser dañado ,exposición
Idolatracion excesiva,idolatración
Sentimiento negativo,negativo
Su solucion es reconocer que se ha cometido un error,reconocimiento
La sienten personas que hacen cosas malas ,mal
Es el primer paso a la sanacion de una mala sensacion,sanación
Proyecto,proyecto
Camino a seguir,camino
Coordinacion de ideas para un fin ,coordinación
Organización ,organización
Conseguir una meta,meta
Soluciones a problemas,solución
Preponderante en el estudio de los alumnos ,estudiar
Pone a las personas en riesgo ,riesgo
Genera angustia en quien la recibe,angustia
Conducta extrema para conseguir un fin,extremos
Sentimiento de empatia,empatía
Entender la situacion del otro ,entendimiento
