lo que creen tener todas las personas,todos
perder la calma,intranquilidad
impaciente,impaciencia
fuera de lugar,fuera de lugar
prevenir,prevención
existen buenos y malos,bien/mal
auxilio,auxilio
que sucede,suceso
vida de las personas,vida
rapidez,rápidez
fisico,físico
esperame un poco,ejemplo
pocos robos,no delincuencia
confianza,confianza
consentimiento,consentimiento
premio,premio
complacerse,complacencia
ataque,ataque
choque,choque
analisis numerico,análisisnumerico
confianza,confianza
seguridad,seguridad
borrador,borrador
deseo,deseo
querer algo,querer
inquietud,inquietud
a favor,a favor
convenio,convenio
pacto,pacto
estrategia,estrategia
veracidad,veracidad
no ser mentiroso,no mentir
experimentar remordimiento,remordimiento
es una forma de aconsejar a alguien para que lleve a cabo algo,consejo
lo sentirías si no te dejaran respirar,ahogamiento
cuando optas hacer algo que nada ni nadie te detendrá,optar
afirmación que te lleva a creer en algo real,real
opcion,opción
un nuevo camino,camino
un desafio,desafío
provoca palpitaciones rapidas,palpitaciones
tiene consecuencias,consecuencias
hay que pensar antes de actuar,anticipación
evita sufrimiento o molestias ,sufrimiento
billetes,dinero
es satisfactorio,satisfacción
unobjetivo de vida,objetivos
un deseo ,deseo
permite la comunicación ,permitir
deber,deber
imposicion ,imposición
implica responsabilidad,responsabilidad
ir a secar la ropa,quehaceres
la labia ,labia
algo reconfortante,real
concreto,concreto
todas las palabras tienen una,palabra
estan estipuladas,estipulación
real academia española,diccionario
Cuando algo es deseado,deseo
Suele provocar malos resultados,mal
Obstinación,observación
Se debe a alguna acción o situación que involucra una autorresponsabilidad,responsabilidad
Sensación que produce disgusto,disgusto
 sensación placentera,placer
Meta lograda,meta
Quienes lo logran sienten satisfacción,satisfacción
consenso,consenso
alianza,alianza
creer que ya no existen mas posibilidades,sin salida
falta de control de la situacion,incontrolable
pánico,pánico
puede ser monetario,monetario
un don,don
ser empatico con el otro,empatía
ponerse en el lugar de alguien que lo esta pasando peor que uno,empatía
estabilidad,estabilidad
fuera de peligro,no peligro
cuando uno pone un candado,candados
no se puede evadir,no voluntad
conjunto de ideas que podrian realizarse,confort
intento de justificacion de una accion,justificación
para hacer un gol es necesario tomar una buena,deporte
al momento de elegir es importante,importante
habilidad,habilidades
para jugar futbol se necesita,deporte
motricidad fina,motricidad
habilidad en combate,habilidades
aumenta la probabilidad de esquivar un golpe,esquivar
agilidad,agilidad/fuerza
fruto del esfuerzo,esfuerzo
el esfuerzo es el camino al,esfuerzo
mision cumplida,cumplimiento
intranquilidad frente a una decision tomada,intranquilidad
querer revertir una situacion ,querer
sensación al no realizar una accion,omisión
una situacion que genera miedo,miedo
señaletica de,advertencia
ataquede ,ataque
no saber que va a suceder ,no saber
la medicina no convencional dice tratarla ,tratamiento contra
ataquede panico,ataque
guardia ,guardias
contraseñas ,contraseña
el dinero dicen que la otorga,dinero
confianza en si mismo ,confianza
manera de entender algo,entendimiento
vision de mundo,visión
entendimiento,entendimiento
objetivos en comun,común
rendicion ,rendición
empatia ,empatía
triunfar,triunfo
lograr objetivo,logro
conseguir una meta,meta
Alegría,alegría
satisfacción,satisfacción
hacer reir,risa
opción,opción
actuar por voluntad propia,voluntad
actuar correctamente,correcto
consejo,concejo
advertencia,advertencia
recomendación,recomendación
