capacidad de hacer algo ,hacer
existen muchos tipos ,muchos
si se es bueno en algo se tiene desarrollado eso ,bien
para hacer algo se crea uno,hacer
"para llevar a cabo un proyecto, primero se debe hacer un ",proyecto
poder hacer algo ,hacer
no mentir ,no mentir
no mentir ,no mentir
algo que es asi ,en sí
angustia,angustia
perder el control,incontrolable
sin esperanzas,desesperanza
logica,lógica
Es malo,mal
Es dañino,daño
Uno puede salir perjudicado cuando uno se lo enfrenta,perjuicio
Adevertencia,advertencia
Cuidado,cuidado
Amenaza,amenaza
Estar bajo algún tipo de riesgo,riesgo
Es psicológico,psicológico
Una la tiene después de hacer algo que no es correcto,no correcto
Es una falta,falta
Arrepentimiento,arrepentimiento
Darse cuenta del error y no querer contarlo,error
Es algo bueno,bien
La gente es admirada cuando es de esta forma,admiración
Trae beneficios,beneficios
Es honroso para uno,honor
Cualidad de una persona que genera confianza,confianza
Se utiliza a cada segundo,siempre
Ayuda a tomar decisiones,ayuda
Reflexión al respecto de cierta actitudes,reflexión
Poder de elección,elección
Capacidad de actuar de una persona sobre las situaciones de la vida,hacer
Bondad,bondad
Felicidad ante la situación,felicidad
Ayuda recibida,ayuda
Trato,trato
Negocios,negocios
Prosperidad económica,prosperidad
Es algo muy valorado,valor
Es una respuesta sobre lógica,lógica
Esta muy asociada a la confianza,confianza
Renacer ,renacer
Tener confianza que algo va a suceder,confianza
Deber,deber
Los universitarios tenemos que dar pruebas aunque no nos guste,académico
Cuando uno hace un compromiso con otra persona y tiene que cumplirlo,compromiso
Terea,tareas
Contra mi voluntad,no voluntad
Altera los nervios,nerviosismo
Produce daños colaterales a la salud,daño
Puede causar depresión,depresión
Uno está inseguro,inseguridad
Una angustia muy grande,angustia
Preocupación,preocupación
consejo ,concejo
ayudar ,ayuda
aportar para realizar un trabajo,aporte
que significado tiene la palabra,significado
describir concepto,descripción
perdonar,perdón
dejar que persona vuelva a realizar algo,otro/alguien
repetir,repetición
cuado persona hace algo bueno,bien
sentir que algo bueno va a suceder,bien
que algo esperado pase,esperar
ocurre cuando alguien está enfermo y tiene la esperanza que se recupere,enfermedad
que te vaya bien en el futuro,futuro
esfuerzo,esfuerzo
no soltarlo nunca,no soltar
cuando me obsesiono por una comida en especifico,comer
cuidado ,cuidado
nervioso,nerviosismo
estar muy inquieto por algo que suceda,inquietud
volverse loco,locura
alterarse cuando algo no resulta de la forma que uno quiere,alteración
ansiedad,angustia
tener ataques de panico,pánico
estrés,estrés
estrezarse por algo,estrés
explicar algo,explicación
entenderer el comienzo de algo,entendimiento
consejo,concejo
posible situación de peligro,peligro
momento grato,momento
sonreir a la vida,sonrisa
posible evento provechoso.,posibilidad
situación de posibles ganancias.,ganar
pasciencia,paciencia
habilidad desarrollada o desarrollable en el tiempo,habilidades
sentimiento,sentimiento
cursos de acción,acción
felicidad,felicidad
sonreir,sonrisa
estado de animo,ánimo
confianza,confianza
acción para crear ,acción
susto,susto
dinero que se obtiene de lo que ha sido invertido en un objeto,dinero
palabra usada en reuniones para concretar negocios,negocios
forma expresiva para aminorar un peligro,peligro
certidumbre,certidumbre
no decir mentiras,no mentir
opuesto falsedad,no falcedad
alegría,alegría
dicha,dicha
como te sientes cuando las cosas salen bien,bien
cuando se sonríe,sonrisa
sentirse bien,bien
algo que te deja en alerta,alerta
situación estresante,estrés
te deja con inseguridad,inseguridad
violencia,violencia
te pone nervioso,angustia
nervios,nerviosismo
inseguridad,inseguridad
te hace doler el estómago,dolor
te hace sudar,sudor
desesperación,desesperación
posibilidad,posibilidad
ahí hay que demostrar las capacidades,demostración
elección,elección
