cuando las cosas no resultan como uno quiere,no resultados
sensorial,sensorial
depresion,drepesión
pacifismo,pacifismo
Sucede cuando no se ven caminos posibles a seguir,no camino
falta de adaptacion por parte del individuo,desadaptación
ira,irá
poca honestidad,no honestidad
Fallar en algo o a alguien,falla
situación de vulnerabilidad,vulnerabilidad
sentimiento de desproteccion,desprotección
Complicidad,complicidad
mula,mula
alguna historia para explicar algo,historia
se da cuando una situacion te sobrepasa,sobrepasar
equivocacion ,equivocación
no omitir detalles,no omitir
forma de ser,ser
la gente muchas veces lo siente con la gente pobre,pobreza
Frente en alto,frente en alto
Profundidad,profundidad
Odiado por pocos,odiado por pocos
Pinoccio tenia que decirla para que no le crezca la nariz,Pinoccio
Cuando hay un accidente ponen cintas de seguridad con esta palabra,cintas de seguridad
Anticonceptivo,anticonceptivo
Hay un producto en el Mc'Donalds que hace referencia a este concepto,marca
Segundo nivel de la pirámide de Maslow,Maslow
cuando hiciste algo mal pero te dejan intentarlo denuevo,reintento
cuando alguien hace algo amable por ti,amabilidad
maestría,maestría
tip,tip
skittles,dulces
Lo sufren las personas cuando las cosas no les resultan,no éxito
Los animales no la tienen,no animal
es variable,variable
decir sus componentes ,componentes
impulso que lleva a hacer algo,impulso
los novios antes de la boda la presentan,boda
tener lo que uno quiere,tener
abarca distintos ambitos,ambitos
terrorismo,terrorismo
genio,genialidad
juicio,juicio
convencido,convencimiento
bomba,bomba
accidente,accidente
calidad de vida,vida
prototipo,prototipo
codicia,codicia
mercado,mercado
hacer algo por primera vez o repetirlo,primera vez
cuando eres niño tienes poca,escasez en la niñes
tiene tiempo determinado,tiempo determinado
pueden ser blandas,blandas
se puede trabajar si no la tienes,trabajable
Lo que se obtiene por realizar alguna acción,optención
temor,temor
destacarse en un area,destacado
puede relacionarse con los hobbies,hobbies
ganas de corrergir una accion ,correción
situacion impredecible,impredecible
contencion frente a una situacion ,contención
medio para gobernar,gobernabilidad
prosperar,properidad
concepto de estar pleno,pleno
se puede interpretar como una disculpa,disculpa
antivirus,antivirus
ojala ,ojalá
guiar por el camino correcto,guía
confiabilidad,confiabilidad
puede desencadenar en una enfermedad mental,enfrermedad
sacar una carrera ,carrera
intento,intento
Puede ser laboral ,laboral
muchas veces es inminente,inminente
cuando entrenas mucho se te produce una…,entrenamiento
neuronas,neuronas
no todos lo dan,no todos
siempre un b,b
puede ser una ganancia de valor material o inmaterial,material
es lo pre establecido por la gente,preestablecido
sobreevaluar comportamiento del entorno,sobrevaluación
fuertemente vinculada al sentido de preservación,preservación
en le sentido evolutivo permite que las especies perduren,evolución
sentido de algo,sentido
cuando se verifica que alguien estaba en lo correcto,verificación
Se usan cuando no se quiere asumir responsabilidad,no asumir
se debería hacer de manera sutil,sutil
Muy importante en la antigüedad,importante
Cuando no sabes que mas hacer ,no acción
ser pudiente,puediente
ser innovador,innovación
atreverse ,atreverse
cosas que te dicen los profesores,profesores
la ciencia siempre la dice,ciencias
tiene que ser creible,creible
puede ser verdad o mentira,verdad/mentira
realizas acciones buenas para contrarestarla,contrarrestar
es una utilidad,utilidades
un premio,premio
Puedes utilizarla para diferenciarte del resto,diferenciación
Existen guardianes de esto tanto en las calles como en los recintos privados,guardias
Puede ser físico o psicológico ,físico/psicológico
verde,verde
Oscuridad,oscuridad
Se llega a una resolución,resolución
Puede involucrar cualquier tema,temas
Es una condicion ,condición
Parte de un contrato ,contrato
Se realiza por individuos ,individuos
Puede ser algo molesto,molestia
Se contagia ,contagio
Permite el planteo de ideas ,permitir
acción que atenta contra tu bienestar,no bienestar
lenguaje generado al interior de una persona,lenguaje
confección mental que busca lograr un objetivo,confección
patrañas,patrañas
se verifican cuando existen catástrofes naturales,catástrofes
carga,carga
cuando las personas miran hacia arriba antes de responder,arriba
