sentir empatia hacia la otra entidad,empatía
accion de la persona que te hizo sentirte satisfecho,acción
realizar un gesto bondadoso a la otra persona en forma de gratitud,bondad
es un regalo con cariño,regalo
estas mas que totalmente de acuerdo con los terminos y condiciones,acuerdo
unica de cada persona,personal
sobresaliente,sobresaliente
es una accion,acción
poseer un reconocimiento,reconocimiento
tener dinero,dinero
ser reconocido,reconocimiento
una opinion,opinión
una idea,idea
esta sujeta al gusto de cada persona,personal
siempre beneficia al que da la opinion,opinión
la respuesta a una comparacion,comparación
tener fuerza,fuerza
poseer una opinion,opinión
tener una idea,idea
estar seguro,seguridad
tener confianza,confianza
analizar resultados ,análisis
cosas que te dicen tus padres,padres
es un motivo,motivación
puede ser una mentira o verdad,mentira
responde a una pregunta,respuesta
posee informacion importante,información
fundamente de vida,fundamental
te sientes mal,mal
le hiciste daño a algo,daño
puedes llevarla toda la vida,toda la vida
cotrario a la perdida,no perder
es algo bueno,bien
te esforzaste para lograrlo,logro
te lo puede dar una persona en forma de gratitud,gratitud
te hace sentir feliz,felicidad
tuviste suerte,suerte
Algo malo ,mal
Puede ser verbal o física,físico/verbal
Puede terninar en violencia,violencia
Quien la posee tiene habilidad para alguna actividad ,habilidades
Es positivo,positivo
Puedes explotarla,explotable
Puede ser positivo o negativo,positivo/negativo
Sentimiento que se logra mediante la realización de ciertas actividades,realización
Es algo que debes tener para poder actuar ,necesario
Nos hace bien realizar esto,bien
"Mientras más potencies esto, más feliz eres",felicidad
Sentimiento negativo,negativo
Producido por situaciones estresantes,estrés
Es una forma de analizar las cosas,análisis
Todo humano es capaz de ocuparlo,humano
Es involuntario ,involuntario
Permite tomar decisiones ,decisión
Nervios,nerviosismo
Dificulta el pensamiento,dificultad
Angustia,angustia
Dificultad,dificultad
Falta de autocontrol,descontrol
Se asocia a un pensamiento ,pensamiento
Capacidad de elegir ,elección
Involucra una accion ,acción
Trae consecuencias ,concecuencia
La realiza una persona o grupo de personas,personal/grupal
Ayuda,ayuda
Idea ,idea
Consejo ,concejo
Es una forma de participar en la toma de decisiones ,decisión
Habilidad de realizacion ,habilidades
Capacidad,capacidad
Ciertas actividades la necesitan,necesario
Experiencia ,experiencia
Es automatico ,automatismo
Expresa la verdad,verdad
Exigencia ,exigencia
Debe realizarse ,realización
Fe ,fe
Suele perderse ,perdida
Gratitud ,gratitud
Felicidad ,felicidad
Capacidad de los humanos ,humano
Coherencia ,coherencia
Razonamiento ,razonamiento
Requiere al pensamiento,pensamiento
Se le interponen las emociones ,no emoción
Piedad,piedad
Ayudar,ayuda
Libertad,libertad
es una situación peligrosa que algo trata de hacer contra otro,peligro
habilidad innata ,habilidades
gente estudia para poder tener un cargo y tratar de darla,estudiar
los policias nos dan ese sentimiento,policias
expresión de gratitud,gratitud
se puede utilizar para finalizar un trato,finalizar trato
sentimiento de amenaza,amenaza
animales como arañas o perros rabiosos nos hacen sentirlo,animales
sentimos esto cuando queremos que a alguien/nosotros nos vaya bien,bien
los jefes de guerra lo hacen cuando buscan ganar,guerras
personajes de series o libros lo dicen cuando tienen una idea,idea
sensación nerviosa que puede ser de angustia o de inestabilidad,angustia
al estar nerviosos en exceso nos sentimos así,nerviosismo
trato entre dos o más partes,trato
es una forma de generar paz entre países,paz
para solucionar conflictos las personas los hacen,resolver conflicto
estado de alerta ante una situacion estresante,alerta
"circunstancia, sujeto o persona que puede causar daño ",daño
capacidad de poder realizar una accion,capacidad
informacion que yace en la mente,mente
simbolo mental que representa algo de la realidad,mente
estado de proteccion,protección
un estado en donde uno esta despreocupado sobre problemas,despreocupación
algo que puede dañar,daño
expectativas para realizar en un futuro,futuro
sintetizacion en una idea general ,síntesis
riesgo,riesgo
posibilidad cierta de un daño,daño
detrimento,detrimento
problemas,problemas
lo que protegen los seguros,protección
deber,deber
es el correlato de todo derecho,derechos
vincula a las personas a realizar una determinada acción,hacer
coacción,coacción
liga a un sujeto a un actuar,acción
