recomendación,recomendación
una justificación,justificación
quitar responsabilidad,no responsabilidad
pedir perdón,perdón
perdonar,perdón
encargado de defendernos,defensa
"carabineros, bomberos",policias
opción de conseguir algo,opción
alternativa,alternativa
negocio para triunfar,triunfo
imaginación,imaginación
divagación cerebral,cerebro
dar vueltas en la cabeza,cabeza
Un león feroz para una cebra,feroz
Habilidad para una actividad,habilidades
Conocido por tener fuerza y agilidad,agilidad/fuerza
Sin amenaza alguna,no amenaza
Una manera de sociabilizar ,sociedad
Que algo positivo ocurra,positivo
Una manera de seguir luchando,seguir
Una mision no es nada si no posee un buen… ,misión
es un tipo de situación,situación
se da cuando uno preseiente que que algo podria salir mal,mal
Genera que las personas sean mas cuidadosas,cuidado
estar con familia,familia
pasarla bien,bien
bienestar,bienestar
No estar preocupado por algo,no preocupación
No estar triste,no tristeza
Lo realiza una persona despues de que alguien hace algo por el,otro/alguien
beneficio,beneficios
Ingresos disponibles menos costos totales,ingreso
el beneficio que uno recibe despues de haber saldado sus cuentas,beneficios
"Es lo que uno obtiene al recibir un beneficio, ya sea esforzandose o no",beneficios
utilidad,utilidad
se da cuando el beneficio es mayor a los costos,mayor
buenas expectativas,bien
Es cuando uno se convence a si mismo de que algo bueno va a suceder,bien
correcto,correcto
estar en lo correcto,correcto
lo que lleva a uno a hacer las decisiones que hacemos,decisión
Se da cuando uno quiere ayudar a alguien sin realizarle la tarea,ayuda
Es un tipo de ayuda,ayuda
Es un tipo de acto por alguien mas que necesita una guia,guía
no mentir,no mentir
anteponer la verdad sobre la mentira,verdad
correcto,correcto
Uno de los primeros valores que los padres enseñan a sus hijos,valor
cuando alguien tiene que hacer algo incluso si es contra su voluntad,no voluntad
deber,deber
tarea,tareas
lo impone una persona sobre otra,imposición
Es una tarea que uno tiene que hacer si o si,hacer
elegir,elección
decidir,decidir
persecución de algo ,persecución
se actúa en desacuerdo a la razón,irracional
puede estar relacionada en torno a una persona ,persona
incapacidad de dejar de pensar en algo,incapacidad
establecer parámetros en común con alguien,común
tratado,tratado
estar en sintonía con alguien ,sintonía
misericordia de alguien,misericordia
al perdonar la vida de alguien,perdón
ser empatico con alguien ,empatía
deber ,deber
las tareas son una ,tareas
realizar las tareas ,hacer
ser responsable es una ,responsabilidad
se encuentra en el inicio de un proyecto ,proyecto
es una manera organizada de dar con algo ,organización
puede ser de trabajo,trabajo
acción para justificar una falta ,justificación
argumentación,argumentación
sirve como una vía de escape fácil al no cumplir con algo ,escape
puede ser una mentira ,mentira
habilidad para alguna actividad,habilidades
puede ser deportiva,deporte
puede ser musical,música
habilidad logica en la resolucion de problemas ,habilidades
chance que se presenta,chance
ser cortés con alguien que se ha portado bien con uno ,cortesía
destreza ,destreza
puedes tenerla en distintos campos o áreas ,distintos
produce miedo,miedo
los talentosos la tienen,talento
lo demuestras cuando haces bien alguna actividad,actividades
habilidad,habilidades
resultados positivos,positivo
imaginacion,imaginación
debido a el es que hacemos lo que hacemos,hacer
se produce cuando alguien te cuida,cuidado
se la dan los los padres a un hijo ,padres
confianza,confianza
muchos creen deberiamos darselo a Dios u otra divinidad.,Dios
cuando alguien hace algo bueno por ti tu le estas…,bien
debes darselo a alguien que es bueno contigo,bien
es bueno darlo,bien
se lo dan hijos a sus padres,padres
es bueno sentirte asi en tu vida,bien
atrae que hagan mas cosas buenas por ti,bien
esta a punto de llegar una mala situacion,mal
malo,mal
produce miedo,miedo
tratamos de evitarlo,evitación
anhelo,anhelo
te lo dan muchas cosas,muchos
es bueno para ti,bien
te da alivio,alivio
produce bienestar,bienestar
acuerdo,acuerdo
respaldo,respaldo
preparado,preparación
da mayor probabilidad de éxito,éxito
Unas galletas tienen el nombre de este concepto,galletas
Dejar de ver todas las opciones en pro de una sola,sólo una
El concepto es percibido como negativo,negativo
Es lo último que se pierde,lo último que se pierde
Fé,fe
Permite elegir,elección
Mente,mente
Acotamiento,acotación
Caracteristica de una palabra,caracterización
Asociada al dinero,dinero
