dar las gracias,gratitud
estar feliz con lo que uno recibe,felicidad
se dá cuando otra persona hace algo bueno por la otra,bien
satisfecho,satisfacción
"no se pide algo a cambio, se da por sí solo",no pedido
algo malo,mal
advertencia,advertencia
puede ocurrir una situación en un futuro,futuro
desastre,cuidado
se tiene en la mente,mente
se dá en el día a día,día a día
creencia,creencia
peligro,peligro
alerta,alerta
seguridad,seguridad
vida de las personas,vida
peligro,peligro
que esta pasando,actual
que sucede,real
alerta,alerta
bomba,bomba
ataque,ataque
seguridad,seguridad
habilidad,habilidades
leonel messi,deporte
habilidad para correr,habilidades
destreza,destreza
aptitud,aptitud
inteligencia,inteligencia
idea,idea
certeza,certeza
me siento protegido,protección
carabineros,policias
pdi,policias
reconocimiento,reconocimiento
dios lo bendiga,Dios
satisfaccion,satisfacción
gracias por el favor,gratitud
inseguridad,inseguridad
amenaza,amenaza
mala nota,mal
proposito,propósito
intencion,intención
trabajo,trabajo
ingenieria,ingeniería
afán,afán
estoy totalmente a tu lado,lado
tratado,tratado
decision final,decisión
decir la verdad,verdad
sentir que eres responsable de algo ocurrido,responsabilidad
algo que sientes cuando hieres a alguien,herir
significado de una palabra,significado
forma en que das a entender a otros lo que quiere decir un concepto,entendimiento
características que te ayudan a comprender mejor una palabra,caracterización
lo sentirías si estuvieras sumergido en el agua sin poder salir,ahogamiento
es una chance para algo ,chance
es como te sientes cuando tienes que hacer algo que no quieres,no querer
"es como tener que hacer una tarea del colegio, o de la universidad",deber
"cuando tus padres salen, y tienes que si o sí cuidar a tu hermano",responsabilidad
es lo contrario a falsedad,verdad
se presentan varias en la vida,durante la vida
uno las agradece,gratitud
miedo,miedo
cuidado,cuidado
es una advertencia,advertencia
se puede evitar,evitación
advierte riesgos,advertencia
es una advertencia,advertencia
dinero,dinero
se gana en el primer trabajo,trabajo
amor,amor
una gran mision,misión
la mente la crea,mente
permite críticar,permitir
te permite crear argumentos,argumentación
una capacidad del ser humano,humano
parte de la especie,humano
"puede ser logico, critico",lógica
accion inmediata,acción
no se puede decirle no,no voluntad
tarea ,tareas
tener un buen rendimiento,rendimiento
una capacidad,capacidad
las matematicas ,matemáticas
facilitadora de objetivos,facilidad
confort,confort
mama,padres
comodiad absoluta,comodidad
proteccion,protección
la sientes con una persona,persona
la puedes tener en ti mismo,uno mismo
"logico, deductivo, etc",lógica
crea una opinion,opinión
una idea,idea
representaciones mentales,mente
imaginacion,imaginación
te permite entender,entendimiento
aveces cuesta entenderla,entendimiento
hay mas de 1.000.000 en el mundo ,muchos
Es constante,constante
Dificíl controlar,descontrol
"Genera placer, lo que desencadena en esto",placer
Incomodidad,incomodidad
Puede generar ansiedad,ansiedad
Se tiende a sentir luego de producir algun daño,daño
La forma de remediarla es arreglar el motivo causante,remediar
Angustia,angustia
La persona que la sienta puede estar nerviosa,nerviosismo
Necesidad de una solución inmediata,necesario
Busqueda de ayuda,ayuda
Puede ser material y no material,material
Entre dos o mas personas,dos o más partes
Trato,trato
Desición,decisión
Conforme,conformidad
Destresa,destreza
Don,don
Una persona que desarrolla bien una actividad o conocimiento,bien
Recomendación,recomendación
Consejo,concejo
Para que una persona tome una buena desición se le da una,preguntar
Se dice en forma de opinión,opinión
Se transmite como una opción mas a considerar,transmición
