don,don
reflexion,reflexión
concepto,concepto
plan,plan
dejame un tiempo,insomnio
evidencia,evidencia
retribucion,retribución
exposicion,exposición
probablidad,probabilidad
ilusión,ilusión
proyecto,proyecto
arduino,arduino
necesidad,necesario
impulsividad,impulsividad
anhelo,anhelo
angustia,angustia
transacción,transacción
recomendación,recomendación
se refiere a cuando si o sí tienes que hacer algo ,no opción
es lo que te hace ser una persona auténtica,autenticidad
si se comete un error esta la posibilidad de enmendarlo con ella,enmendar
una fortuna,fortuna
capital,capital
realizacion personal,realización
requiere esfuerzo,esfuerzo
depende de uno mismo,uno mismo
estado emocional,emoción
logica,lógica
pensamiento ,pensamiento
tu mama te dio muchas,madres
las puedes desarrollar,desarrollo
especie de don,don
se construye con la experiencia,experiencia
critico,crítica
puede ser positivo o negativo ,positivo/negativo
ahora estas teniendo uno,presente
concepto ,concepto
te da conocimiento,conocimiento
Adicción,adicción
Sensación molesta,molestia
Malestar,malestar
Beneficia a quien la obtiene,beneficios
Recompensa,recompensa
Todas las partes involucradas están conformes con el resultado,conformidad
Talento,talento
Se puede desarrollar con practica,práctica
Apoyo,apoyo
sonrisa,sonrisa
emoción,emoción
Puede ser una respuesta a algo que se quiere o espera,respuesta
histeria,histeria
estar bajo presion,presión
recompenza,recompensa
puede ser extrinseco como intrinseco,interno/externo
no sentir miedo,no miedo
panorama,panorama
estudiar es una buena,estudiar
movimientos cordinados,coordinación
hay que luchar para conseguirlo,lucha
sensación tras cometer un error,error
sensacion de inseguridad frente a algo o alguien ,sensación
tsunami,tsunami
sentimiento frente a la adversidad ,adversidad
visita al psicologo,psicológico
barreras ,barrera
entrega respuestas,respuesta
no tiene lugar en la guerra ,no guerra
llegar a la cima,cima
llevar una sonrisa,sonrisa
demostrar optimismo,optimismo
entusiasmo,entusiasmo
se selecciona en base a razonamientos,razonamiento
Sinceridad,sinceridad
ser recto como persona,rectitud
guía para lograr algo,guía
"algunos dirían ""chamullo"" para librarse de algo",chamullo
presentar certificado,certificado
estar a salvo,a salvo
tener un respaldo ,respaldo
demostrarse firme en una posición ,demostración
cranear,cranear
Puede perjudicarte ,perjuicio
Proceso cognitivo,cognitivo
Salir a la calle por la noche en un barrio oscuro,oscuridad
Un punto medio entre dos ideas distintas,punto medio
Genera que las personas esten mas atentas,atención
Genera que las personas liberen adrenalina si algo sucede,adrenalina
estar con amigos,amistad
Un forma de retroalimentar el acto que alguien hace por uno,retroalimentación
moral,moral
puede ser causal de un amor no correspondido ,no corresponido
Ser respetuoso con los padres ,respeto
cumplir las leyes resultan una ,leyes
"al no cumplir con algo , se utiliza ",no cumplimiento
puede ser académica ,académico
mostrar apreciación tras algo concedido ,aprecio
se obtiene con la practica,práctica
algunas personas la adquieren innatamente ,innato
sinapsis,sinapsis
quedas de hacer algo con alguien,quedar
Puede llegar a ser un trastorno sicológico,trastorno
Encerrarse ,encierro
Relacionada al color verde,verde
También está relacionada a proporción,proporción
Saber,saber
Explicación de una palabra,explicación
Parte del analisis FODA,FODA
estado en el cual una persona se encuentra con ansias,ansias
tambien es un atributo de algunas personas,atributo
a veces puede jugar en contra,contrarío
minimización situación,minimizar
permite mantener cohesión social,cohesión
genera accionar precipitado,precipitado
se ve incrementada conforme a se adquiere mayor experiencia y educación,experiencia
promueve el desarrollo y la discusión,desarrollo
brota ante resoluciones futuras de probable naturaleza adversa,resolución
acusación que recae sobre un individuo,acusasión
ventaja competitiva y por tanto comparativa,ventaja
No aprovecharlas genera remordimientos futuros,dejarla causa remodimientos
acto que perjudica al organismo,perjudicial
produce ganas de comer,ganas
predomina en el siglo 18 ,siglo 18
cuando tenemos dominio sobre algo,dominio
lo hacemos todo el dia,todos los diás
